企業名,会計年度,四半期,y_hat_rw
ウシオ電機,2018,Q3,9.79
ウシオ電機,2018,Q4,16.97
ウシオ電機,2019,Q1,44.54
ウシオ電機,2019,Q2,10.02
ウシオ電機,2019,Q3,14.43
ウシオ電機,2019,Q4,47.87
ウシオ電機,2020,Q1,1.22
ウシオ電機,2020,Q2,-8.76
ウシオ電機,2020,Q3,-7.6
ウシオ電機,2020,Q4,7.66
ウッドワン,2018,Q1,-28.13
ウッドワン,2018,Q2,-4.66
ウッドワン,2018,Q3,-26.08
ウッドワン,2018,Q4,31.63
ウッドワン,2019,Q1,22.68
ウッドワン,2019,Q2,3.9
ウッドワン,2019,Q3,25.31
ウッドワン,2019,Q4,37.78
ウッドワン,2020,Q1,21.85
ウッドワン,2020,Q2,0.95
ウッドワン,2020,Q3,38.47
ウッドワン,2020,Q4,46.68
エア・ウォーター,2018,Q1,32.81
エア・ウォーター,2018,Q2,34.64
エア・ウォーター,2018,Q3,32.47
エア・ウォーター,2018,Q4,40.42
エア・ウォーター,2019,Q1,42.37932348417079
エア・ウォーター,2019,Q2,36.48
エア・ウォーター,2019,Q3,25.79
エア・ウォーター,2019,Q4,53.88
エア・ウォーター,2020,Q1,31.27
エア・ウォーター,2020,Q2,19.57
エア・ウォーター,2020,Q3,27.5
エア・ウォーター,2020,Q4,46.6
エイチワン,2018,Q1,16.9
エイチワン,2018,Q2,47.01
エイチワン,2018,Q3,32.13
エイチワン,2018,Q4,60.75
エイチワン,2019,Q1,4.5
エイチワン,2019,Q2,26.38
エイチワン,2019,Q3,13.57
エイチワン,2019,Q4,44.54
エイチワン,2020,Q1,-41.26
エイチワン,2020,Q2,-82.88
エイチワン,2020,Q3,46.05
エイチワン,2020,Q4,81.37
エイチ・ツー・オー　リテイリン,2018,Q1,-4.52
エイチ・ツー・オー　リテイリン,2018,Q2,2.24
エイチ・ツー・オー　リテイリン,2018,Q3,-1.11
エイチ・ツー・オー　リテイリン,2018,Q4,49.27
エイチ・ツー・オー　リテイリン,2019,Q1,-32.89
エイチ・ツー・オー　リテイリン,2019,Q2,12.7
エイチ・ツー・オー　リテイリン,2019,Q3,-0.86
エイチ・ツー・オー　リテイリン,2019,Q4,8.66
エイチ・ツー・オー　リテイリン,2020,Q1,-126.87
エイチ・ツー・オー　リテイリン,2020,Q2,-49.42
エイチ・ツー・オー　リテイリン,2020,Q3,-32.27
エイチ・ツー・オー　リテイリン,2020,Q4,16.12
エイベックス,2018,Q1,11.35
エイベックス,2018,Q2,-3.37
エイベックス,2018,Q3,40.09
エイベックス,2018,Q4,19.26
エイベックス,2019,Q1,-1.44
エイベックス,2019,Q2,-8.04
エイベックス,2019,Q3,-32.59
エイベックス,2019,Q4,41.91
エイベックス,2020,Q1,-26.73
エイベックス,2020,Q2,-39.18
エイベックス,2020,Q3,-36.36
エイベックス,2020,Q4,-22.8
エクセディ,2018,Q1,85.05372546451311
エクセディ,2018,Q2,85.12
エクセディ,2018,Q3,74.85
エクセディ,2018,Q4,87.43
エクセディ,2019,Q1,22.14
エクセディ,2019,Q2,35.85
エクセディ,2019,Q3,59.84
エクセディ,2019,Q4,81.45
エクセディ,2020,Q1,20.39
エクセディ,2020,Q2,-50.33
エクセディ,2020,Q3,46.59
エクセディ,2020,Q4,90.31
エステー,2018,Q1,22.46
エステー,2018,Q2,7.72
エステー,2018,Q3,53.39
エステー,2018,Q4,7.81
エステー,2019,Q1,12.74
エステー,2019,Q2,12.73
エステー,2019,Q3,64.31
エステー,2019,Q4,17.06
エステー,2020,Q1,8.11
エステー,2020,Q2,25.85
エステー,2020,Q3,63.51
エステー,2020,Q4,22.89
エステールホールディングス,2018,Q1,21.24
エステールホールディングス,2018,Q2,-21.7
エステールホールディングス,2018,Q3,15.28
エステールホールディングス,2018,Q4,37.04
エステールホールディングス,2019,Q1,34.2
エステールホールディングス,2019,Q2,-11.98
エステールホールディングス,2019,Q3,40.71
エステールホールディングス,2019,Q4,16.45
エステールホールディングス,2020,Q1,13.19
エステールホールディングス,2020,Q2,-76.02
エステールホールディングス,2020,Q3,24.36
エステールホールディングス,2020,Q4,26.2
エスペック,2018,Q1,49.22
エスペック,2018,Q2,1.94
エスペック,2018,Q3,53.65
エスペック,2018,Q4,35.4
エスペック,2019,Q1,96.66
エスペック,2019,Q2,10.51
エスペック,2019,Q3,35.28
エスペック,2019,Q4,45.92
エスペック,2020,Q1,31.54
エスペック,2020,Q2,-7.59
エスペック,2020,Q3,29.22
エスペック,2020,Q4,19.65
エスライン,2018,Q1,16.41
エスライン,2018,Q2,29.09
エスライン,2018,Q3,22.65
エスライン,2018,Q4,23.12
エスライン,2019,Q1,13.0
エスライン,2019,Q2,13.2
エスライン,2019,Q3,15.01
エスライン,2019,Q4,18.38
エスライン,2020,Q1,240.58
エスライン,2020,Q2,9.78
エスライン,2020,Q3,25.72
エスライン,2020,Q4,42.15
エスリード,2018,Q1,117.75
エスリード,2018,Q2,-1.19
エスリード,2018,Q3,82.3
エスリード,2018,Q4,87.95
エスリード,2019,Q1,120.92
エスリード,2019,Q2,14.97
エスリード,2019,Q3,139.29
エスリード,2019,Q4,59.39
エスリード,2020,Q1,114.93
エスリード,2020,Q2,-4.47
エスリード,2020,Q3,66.04
エスリード,2020,Q4,39.32
エス・エム・エス,2018,Q1,30.41
エス・エム・エス,2018,Q2,35.76610395891389
エス・エム・エス,2018,Q3,5.9
エス・エム・エス,2018,Q4,2.67
エス・エム・エス,2019,Q1,21.0
エス・エム・エス,2019,Q2,20.69
エス・エム・エス,2019,Q3,5.97
エス・エム・エス,2019,Q4,2.26
エス・エム・エス,2020,Q1,25.78
エス・エム・エス,2020,Q2,25.28
エス・エム・エス,2020,Q3,6.6
エス・エム・エス,2020,Q4,1.06
エディオン,2018,Q1,0.82
エディオン,2018,Q2,5.93
エディオン,2018,Q3,58.85
エディオン,2018,Q4,22.81
エディオン,2019,Q1,17.85
エディオン,2019,Q2,-18.97
エディオン,2019,Q3,104.68
エディオン,2019,Q4,6.26
エディオン,2020,Q1,9.8
エディオン,2020,Q2,28.5
エディオン,2020,Q3,68.6
エディオン,2020,Q4,40.08
エヌ・ティ・ティ・データ,2018,Q1,19.30268685793214
エヌ・ティ・ティ・データ,2018,Q2,14.84
エヌ・ティ・ティ・データ,2018,Q3,12.73
エヌ・ティ・ティ・データ,2018,Q4,14.87
エヌ・ティ・ティ・データ,2019,Q1,24.31
エヌ・ティ・ティ・データ,2019,Q2,14.96
エヌ・ティ・ティ・データ,2019,Q3,13.69
エヌ・ティ・ティ・データ,2019,Q4,12.61
エヌ・ティ・ティ・データ,2020,Q1,12.32
エヌ・ティ・ティ・データ,2020,Q2,13.65
エヌ・ティ・ティ・データ,2020,Q3,15.73
エヌ・ティ・ティ・データ,2020,Q4,19.98
エノモト,2018,Q1,46.57
エノモト,2018,Q2,26.41
エノモト,2018,Q3,50.2
エノモト,2018,Q4,40.5
エノモト,2019,Q1,17.1
エノモト,2019,Q2,31.57
エノモト,2019,Q3,21.83
エノモト,2019,Q4,55.91
エノモト,2020,Q1,26.53
エノモト,2020,Q2,25.48
エノモト,2020,Q3,23.96
エノモト,2020,Q4,89.32
エバラ食品工業,2018,Q1,7.59
エバラ食品工業,2018,Q2,31.42
エバラ食品工業,2018,Q3,45.95
エバラ食品工業,2018,Q4,87.38
エバラ食品工業,2019,Q1,-6.32
エバラ食品工業,2019,Q2,29.32
エバラ食品工業,2019,Q3,46.24
エバラ食品工業,2019,Q4,74.19
エバラ食品工業,2020,Q1,-7.71
エバラ食品工業,2020,Q2,68.11
エバラ食品工業,2020,Q3,52.04
エバラ食品工業,2020,Q4,131.1
エフテック,2018,Q1,64.73
エフテック,2018,Q2,41.76
エフテック,2018,Q3,33.13
エフテック,2018,Q4,47.42
エフテック,2019,Q1,29.99
エフテック,2019,Q2,20.77
エフテック,2019,Q3,-27.6
エフテック,2019,Q4,-32.02
エフテック,2020,Q1,56.43
エフテック,2020,Q2,-143.39
エフテック,2020,Q3,-35.84
エフテック,2020,Q4,67.58
エフピコ,2018,Q1,31.5
エフピコ,2018,Q2,40.19
エフピコ,2018,Q3,64.93
エフピコ,2018,Q4,105.7
エフピコ,2019,Q1,28.68
エフピコ,2019,Q2,46.78
エフピコ,2019,Q3,70.35
エフピコ,2019,Q4,95.4
エフピコ,2020,Q1,48.18
エフピコ,2020,Q2,59.62
エフピコ,2020,Q3,75.77296225834834
エフピコ,2020,Q4,59.91
エフ・シー・シー,2018,Q1,34.15
エフ・シー・シー,2018,Q2,64.93
エフ・シー・シー,2018,Q3,69.62
エフ・シー・シー,2018,Q4,47.17
エフ・シー・シー,2019,Q1,53.33
エフ・シー・シー,2019,Q2,49.73
エフ・シー・シー,2019,Q3,52.56
エフ・シー・シー,2019,Q4,60.87
エフ・シー・シー,2020,Q1,-84.23
エフ・シー・シー,2020,Q2,-38.66
エフ・シー・シー,2020,Q3,37.95
エフ・シー・シー,2020,Q4,41.48
エフ・ジェー・ネクスト,2018,Q1,72.39
エフ・ジェー・ネクスト,2018,Q2,39.38
エフ・ジェー・ネクスト,2018,Q3,43.84
エフ・ジェー・ネクスト,2018,Q4,21.12
エフ・ジェー・ネクスト,2019,Q1,95.72
エフ・ジェー・ネクスト,2019,Q2,55.69
エフ・ジェー・ネクスト,2019,Q3,38.5
エフ・ジェー・ネクスト,2019,Q4,23.25
エフ・ジェー・ネクスト,2020,Q1,88.54
エフ・ジェー・ネクスト,2020,Q2,15.74
エフ・ジェー・ネクスト,2020,Q3,44.12
エフ・ジェー・ネクスト,2020,Q4,34.92
エムスリー,2018,Q1,15.31
エムスリー,2018,Q2,14.28
エムスリー,2018,Q3,13.052710351466146
エムスリー,2018,Q4,9.35
エムスリー,2019,Q1,7.72
エムスリー,2019,Q2,7.24
エムスリー,2019,Q3,7.24
エムスリー,2019,Q4,9.97
エムスリー,2020,Q1,7.44
エムスリー,2020,Q2,9.53
エムスリー,2020,Q3,12.15
エムスリー,2020,Q4,17.68
エレコム,2018,Q1,50.73
エレコム,2018,Q2,44.28
エレコム,2018,Q3,50.77
エレコム,2018,Q4,57.14
エレコム,2019,Q1,36.07
エレコム,2019,Q2,52.99
エレコム,2019,Q3,53.1
エレコム,2019,Q4,59.27
エレコム,2020,Q1,59.54
エレコム,2020,Q2,59.18
エレコム,2020,Q3,58.28
エレコム,2020,Q4,66.15
エレマテック,2018,Q1,45.18
エレマテック,2018,Q2,48.61
エレマテック,2018,Q3,55.21
エレマテック,2018,Q4,61.54
エレマテック,2019,Q1,-1.0257326026470153
エレマテック,2019,Q2,19.99
エレマテック,2019,Q3,20.83
エレマテック,2019,Q4,21.27
エレマテック,2020,Q1,17.61
エレマテック,2020,Q2,11.72
エレマテック,2020,Q3,22.7
エレマテック,2020,Q4,27.83
エンシュウ,2018,Q1,4.39
エンシュウ,2018,Q2,3.43
エンシュウ,2018,Q3,5.74490608621017
エンシュウ,2018,Q4,74.19
エンシュウ,2019,Q1,89.99
エンシュウ,2019,Q2,79.93
エンシュウ,2019,Q3,92.84
エンシュウ,2019,Q4,27.3
エンシュウ,2020,Q1,14.86
エンシュウ,2020,Q2,13.47
エンシュウ,2020,Q3,-48.82
エンシュウ,2020,Q4,44.23
エンプラス,2018,Q1,-0.6
エンプラス,2018,Q2,39.53
エンプラス,2018,Q3,40.96
エンプラス,2018,Q4,5.18
エンプラス,2019,Q1,-59.7
エンプラス,2019,Q2,49.91
エンプラス,2019,Q3,64.97
エンプラス,2019,Q4,2.55
エンプラス,2020,Q1,-79.04
エンプラス,2020,Q2,-7.35
エンプラス,2020,Q3,18.13
エンプラス,2020,Q4,25.07
エーアンドエーマテリアル,2018,Q1,85.75
エーアンドエーマテリアル,2018,Q2,37.11
エーアンドエーマテリアル,2018,Q3,57.04
エーアンドエーマテリアル,2018,Q4,76.04
エーアンドエーマテリアル,2019,Q1,88.7
エーアンドエーマテリアル,2019,Q2,42.27
エーアンドエーマテリアル,2019,Q3,101.86
エーアンドエーマテリアル,2019,Q4,47.49
エーアンドエーマテリアル,2020,Q1,69.6
エーアンドエーマテリアル,2020,Q2,34.26
エーアンドエーマテリアル,2020,Q3,-17.44
エーアンドエーマテリアル,2020,Q4,24.47
エーザイ,2018,Q1,82.93
エーザイ,2018,Q2,42.99
エーザイ,2018,Q3,71.05
エーザイ,2018,Q4,25.57
エーザイ,2019,Q1,81.72
エーザイ,2019,Q2,75.64
エーザイ,2019,Q3,18.58
エーザイ,2019,Q4,161.46
エーザイ,2020,Q1,169.31
エーザイ,2020,Q2,85.23
エーザイ,2020,Q3,4.79
エーザイ,2020,Q4,67.58
エー・アンド・デイ,2018,Q1,71.39
エー・アンド・デイ,2018,Q2,-11.51
エー・アンド・デイ,2018,Q3,26.44
エー・アンド・デイ,2018,Q4,10.96
エー・アンド・デイ,2019,Q1,66.86
エー・アンド・デイ,2019,Q2,-10.32
エー・アンド・デイ,2019,Q3,19.25
エー・アンド・デイ,2019,Q4,12.58
エー・アンド・デイ,2020,Q1,55.26
エー・アンド・デイ,2020,Q2,4.04
エー・アンド・デイ,2020,Q3,51.53
エー・アンド・デイ,2020,Q4,52.08
オイレス工業,2018,Q1,30.73
オイレス工業,2018,Q2,29.22
オイレス工業,2018,Q3,24.24
オイレス工業,2018,Q4,35.22
オイレス工業,2019,Q1,30.79
オイレス工業,2019,Q2,26.43
オイレス工業,2019,Q3,26.67
オイレス工業,2019,Q4,38.68
オイレス工業,2020,Q1,17.84
オイレス工業,2020,Q2,-5.3
オイレス工業,2020,Q3,15.92
オイレス工業,2020,Q4,43.76
オカダアイヨン,2018,Q1,34.11
オカダアイヨン,2018,Q2,32.59
オカダアイヨン,2018,Q3,38.05
オカダアイヨン,2018,Q4,22.58
オカダアイヨン,2019,Q1,30.04
オカダアイヨン,2019,Q2,29.2
オカダアイヨン,2019,Q3,39.02
オカダアイヨン,2019,Q4,3.16
オカダアイヨン,2020,Q1,38.18
オカダアイヨン,2020,Q2,30.65
オカダアイヨン,2020,Q3,26.95
オカダアイヨン,2020,Q4,18.33
オカムラ,2018,Q1,54.86
オカムラ,2018,Q2,19.11
オカムラ,2018,Q3,24.74
オカムラ,2018,Q4,10.85
オカムラ,2019,Q1,38.23
オカムラ,2019,Q2,19.47
オカムラ,2019,Q3,11.59
オカムラ,2019,Q4,14.36
オカムラ,2020,Q1,44.03
オカムラ,2020,Q2,0.01
オカムラ,2020,Q3,19.56
オカムラ,2020,Q4,32.11
オカモト,2018,Q1,-2.58
オカモト,2018,Q2,27.53
オカモト,2018,Q3,14.990660641944013
オカモト,2018,Q4,109.69
オカモト,2019,Q1,9.73
オカモト,2019,Q2,96.6
オカモト,2019,Q3,71.99
オカモト,2019,Q4,17.36
オカモト,2020,Q1,-1.8
オカモト,2020,Q2,87.52
オカモト,2020,Q3,48.67
オカモト,2020,Q4,117.36
オリエンタルランド,2018,Q1,35.72
オリエンタルランド,2018,Q2,64.32
オリエンタルランド,2018,Q3,67.62
オリエンタルランド,2018,Q4,94.27
オリエンタルランド,2019,Q1,48.44
オリエンタルランド,2019,Q2,69.72
オリエンタルランド,2019,Q3,61.31
オリエンタルランド,2019,Q4,84.87
オリエンタルランド,2020,Q1,-26.69
オリエンタルランド,2020,Q2,-75.97
オリエンタルランド,2020,Q3,-15.96
オリエンタルランド,2020,Q4,4.18
オリジン,2018,Q1,56.75
オリジン,2018,Q2,-12.59
オリジン,2018,Q3,213.45
オリジン,2018,Q4,58.59
オリジン,2019,Q1,27.38
オリジン,2019,Q2,15.79
オリジン,2019,Q3,44.67
オリジン,2019,Q4,17.53
オリジン,2020,Q1,-43.08
オリジン,2020,Q2,-120.9
オリジン,2020,Q3,-116.05
オリジン,2020,Q4,-0.93
オリンパス,2018,Q1,26.44
オリンパス,2018,Q2,-48.87
オリンパス,2018,Q3,32.78
オリンパス,2018,Q4,35.21
オリンパス,2019,Q1,4.6335836448720285
オリンパス,2019,Q2,6.32
オリンパス,2019,Q3,20.9
オリンパス,2019,Q4,17.95
オリンパス,2020,Q1,-5.81
オリンパス,2020,Q2,-2.13
オリンパス,2020,Q3,-15.53
オリンパス,2020,Q4,18.92
オルガノ,2018,Q1,213.55
オルガノ,2018,Q2,-18.15
オルガノ,2018,Q3,97.97
オルガノ,2018,Q4,70.66
オルガノ,2019,Q1,238.94
オルガノ,2019,Q2,70.68
オルガノ,2019,Q3,247.77
オルガノ,2019,Q4,131.9
オルガノ,2020,Q1,175.59
オルガノ,2020,Q2,-5.12
オルガノ,2020,Q3,186.58
オルガノ,2020,Q4,130.89
オーイズミ,2018,Q1,-7.52
オーイズミ,2018,Q2,-5.25
オーイズミ,2018,Q3,7.35
オーイズミ,2018,Q4,25.82
オーイズミ,2019,Q1,-1.33
オーイズミ,2019,Q2,5.59
オーイズミ,2019,Q3,17.55
オーイズミ,2019,Q4,5.59
オーイズミ,2020,Q1,11.91
オーイズミ,2020,Q2,6.51
オーイズミ,2020,Q3,5.76
オーイズミ,2020,Q4,22.26
オークマ,2018,Q1,125.86
オークマ,2018,Q2,115.89
オークマ,2018,Q3,133.13
オークマ,2018,Q4,150.42
オークマ,2019,Q1,179.5
オークマ,2019,Q2,88.19
オークマ,2019,Q3,106.34
オークマ,2019,Q4,89.4
オークマ,2020,Q1,55.37
オークマ,2020,Q2,7.55
オークマ,2020,Q3,9.33
オークマ,2020,Q4,2.67
オートバックスセブン,2018,Q1,1.3
オートバックスセブン,2018,Q2,4.35
オートバックスセブン,2018,Q3,2.87
オートバックスセブン,2018,Q4,49.35
オートバックスセブン,2019,Q1,9.98
オートバックスセブン,2019,Q2,10.22
オートバックスセブン,2019,Q3,25.21
オートバックスセブン,2019,Q4,42.66
オートバックスセブン,2020,Q1,-30.98
オートバックスセブン,2020,Q2,4.66
オートバックスセブン,2020,Q3,24.94
オートバックスセブン,2020,Q4,62.71
オーハシテクニカ,2018,Q1,56.93
オーハシテクニカ,2018,Q2,54.23
オーハシテクニカ,2018,Q3,54.99
オーハシテクニカ,2018,Q4,51.1
オーハシテクニカ,2019,Q1,38.67
オーハシテクニカ,2019,Q2,49.79
オーハシテクニカ,2019,Q3,42.81
オーハシテクニカ,2019,Q4,45.48
オーハシテクニカ,2020,Q1,28.79
オーハシテクニカ,2020,Q2,18.81
オーハシテクニカ,2020,Q3,2.44
オーハシテクニカ,2020,Q4,40.7
オーバル,2018,Q1,6.13
オーバル,2018,Q2,-2.29
オーバル,2018,Q3,5.16
オーバル,2018,Q4,6.81
オーバル,2019,Q1,11.42
オーバル,2019,Q2,-1.11
オーバル,2019,Q3,6.24
オーバル,2019,Q4,5.18
オーバル,2020,Q1,2.3
オーバル,2020,Q2,-5.8
オーバル,2020,Q3,0.56
オーバル,2020,Q4,-0.57
オービック,2018,Q1,70.18
オービック,2018,Q2,92.44
オービック,2018,Q3,84.63
オービック,2018,Q4,103.3
オービック,2019,Q1,81.89
オービック,2019,Q2,117.16
オービック,2019,Q3,98.1
オービック,2019,Q4,94.19
オービック,2020,Q1,85.12
オービック,2020,Q2,110.14
オービック,2020,Q3,104.66
オービック,2020,Q4,107.32
オービックビジネスコンサルタン,2018,Q1,71.21
オービックビジネスコンサルタン,2018,Q2,70.76
オービックビジネスコンサルタン,2018,Q3,61.04
オービックビジネスコンサルタン,2018,Q4,72.66058683584457
オービックビジネスコンサルタン,2019,Q1,29.06
オービックビジネスコンサルタン,2019,Q2,32.71
オービックビジネスコンサルタン,2019,Q3,38.46
オービックビジネスコンサルタン,2019,Q4,25.34
オービックビジネスコンサルタン,2020,Q1,35.96
オービックビジネスコンサルタン,2020,Q2,24.92
オービックビジネスコンサルタン,2020,Q3,31.79
オービックビジネスコンサルタン,2020,Q4,28.76
カシオ計算機,2018,Q1,19.35
カシオ計算機,2018,Q2,19.54
カシオ計算機,2018,Q3,25.57
カシオ計算機,2018,Q4,23.81
カシオ計算機,2019,Q1,20.94
カシオ計算機,2019,Q2,19.97
カシオ計算機,2019,Q3,32.25
カシオ計算機,2019,Q4,26.66
カシオ計算機,2020,Q1,-6.64
カシオ計算機,2020,Q2,-3.72
カシオ計算機,2020,Q3,25.25
カシオ計算機,2020,Q4,19.98
カナデン,2018,Q1,41.07
カナデン,2018,Q2,10.09
カナデン,2018,Q3,32.83
カナデン,2018,Q4,14.46
カナデン,2019,Q1,52.84
