,,,,,,決算期,決算月数,本決算・中間決算フラグ,実績・予想フラグ,連結基準フラグ,データ更新日,売上高,営業利益,経常利益,当期利益,一株利益,一株利益（自己株除く）
,,,,,,EARNING'ACC,EARNING'MACC,EARNING'HACC,EARNING'RPFLG,EARNING'CFLAG,EARNING'FLUPDATE,EARNING'ITEM02,EARNING'ITEM03,EARNING'ITEM04,EARNING'ITEM05,EARNING'ITEM06,EARNING'ITEM43
,,,,,,年月,ヶ月,,,,年月日,百万円,百万円,百万円,百万円,円,円
月次(M),2010/06,トヨタ自動車,T7203,#009,#009,,,,,,,,,,,,
月次(M),2010/06,トヨタ自動車,T7203,#010,#010,,,,,,,,,,,,
月次(M),2010/06,トヨタ自動車,T7203,#999,#999,,,,,,,,,,,,
月次(M),2010/06,トヨタ自動車,T7203,,,2010/06,,1,,,,,,,,,
月次(M),2010/07,トヨタ自動車,T7203,#001,#001,,,,,,,,,,,,
月次(M),2010/07,トヨタ自動車,T7203,#002,#002,,,,,,,,,,,,
月次(M),2010/07,トヨタ自動車,T7203,#003,#003,,,,,,,,,,,,
月次(M),2010/07,トヨタ自動車,T7203,#004,#004,,,,,,,,,,,,
月次(M),2010/07,トヨタ自動車,T7203,#005,#005,,,,,,,,,,,,
月次(M),2010/07,トヨタ自動車,T7203,#006,#006,,,,,,,,,,,,
月次(M),2010/07,トヨタ自動車,T7203,#007,#007,,,,,,,,,,,,
月次(M),2010/07,トヨタ自動車,T7203,#008,#008,,,,,,,,,,,,
月次(M),2010/07,トヨタ自動車,T7203,#009,#009,,,,,,,,,,,,
月次(M),2010/07,トヨタ自動車,T7203,#010,#010,,,,,,,,,,,,
月次(M),2010/07,トヨタ自動車,T7203,#999,#999,,,,,,,,,,,,
月次(M),2010/07,トヨタ自動車,T7203,,,2010/07,,1,,,,,,,,,
月次(M),2010/08,トヨタ自動車,T7203,#001,#001,,,,,,,,,,,,
月次(M),2010/08,トヨタ自動車,T7203,#002,#002,,,,,,,,,,,,
月次(M),2010/08,トヨタ自動車,T7203,#003,#003,,,,,,,,,,,,
月次(M),2010/08,トヨタ自動車,T7203,#004,#004,,,,,,,,,,,,
月次(M),2010/08,トヨタ自動車,T7203,#005,#005,,,,,,,,,,,,
月次(M),2010/08,トヨタ自動車,T7203,#006,#006,,,,,,,,,,,,
月次(M),2010/08,トヨタ自動車,T7203,#007,#007,,,,,,,,,,,,
月次(M),2010/08,トヨタ自動車,T7203,#008,#008,,,,,,,,,,,,
月次(M),2010/08,トヨタ自動車,T7203,#009,#009,,,,,,,,,,,,
月次(M),2010/08,トヨタ自動車,T7203,#010,#010,,,,,,,,,,,,
月次(M),2010/08,トヨタ自動車,T7203,#999,#999,,,,,,,,,,,,
月次(M),2010/08,トヨタ自動車,T7203,,,2010/08,,1,,,,,,,,,
月次(M),2010/09,トヨタ自動車,T7203,#001,#001,2010/09,6,2,2,2,2010/05/11,9400000,100000,130000,150000,43.5,-
月次(M),2010/09,トヨタ自動車,T7203,#002,#002,2010/09,6,2,2,2,2010/08/04,9800000,270000,330000,250000,72.51,-
月次(M),2010/09,トヨタ自動車,T7203,#003,#003,2010/09,6,2,2,2,2010/08/19,9800000,270000,330000,250000,72.51,-
月次(M),2010/09,トヨタ自動車,T7203,#004,#004,,,,,,,,,,,,
月次(M),2010/09,トヨタ自動車,T7203,#005,#005,,,,,,,,,,,,
月次(M),2010/09,トヨタ自動車,T7203,#006,#006,,,,,,,,,,,,
月次(M),2010/09,トヨタ自動車,T7203,#007,#007,,,,,,,,,,,,
月次(M),2010/09,トヨタ自動車,T7203,#008,#008,,,,,,,,,,,,
月次(M),2010/09,トヨタ自動車,T7203,#009,#009,,,,,,,,,,,,
月次(M),2010/09,トヨタ自動車,T7203,#010,#010,,,,,,,,,,,,
月次(M),2010/09,トヨタ自動車,T7203,#999,#999,2010/09,6,2,0,2,2011/11/08,9678492,323120,392073,289156,92.21,-
月次(M),2010/09,トヨタ自動車,T7203,,,,,,,,,,,,,,
月次(M),2010/10,トヨタ自動車,T7203,#001,#001,,,,,,,,,,,,
月次(M),2010/10,トヨタ自動車,T7203,#002,#002,,,,,,,,,,,,
月次(M),2010/10,トヨタ自動車,T7203,#003,#003,,,,,,,,,,,,
月次(M),2010/10,トヨタ自動車,T7203,#004,#004,,,,,,,,,,,,
月次(M),2010/10,トヨタ自動車,T7203,#005,#005,,,,,,,,,,,,
月次(M),2010/10,トヨタ自動車,T7203,#006,#006,,,,,,,,,,,,
月次(M),2010/10,トヨタ自動車,T7203,#007,#007,,,,,,,,,,,,
月次(M),2010/10,トヨタ自動車,T7203,#008,#008,,,,,,,,,,,,
月次(M),2010/10,トヨタ自動車,T7203,#009,#009,,,,,,,,,,,,
月次(M),2010/10,トヨタ自動車,T7203,#010,#010,,,,,,,,,,,,
月次(M),2010/10,トヨタ自動車,T7203,#999,#999,,,,,,,,,,,,
月次(M),2010/10,トヨタ自動車,T7203,,,2010/10,,2,,,,,,,,,
月次(M),2010/11,トヨタ自動車,T7203,#001,#001,,,,,,,,,,,,
月次(M),2010/11,トヨタ自動車,T7203,#002,#002,,,,,,,,,,,,
月次(M),2010/11,トヨタ自動車,T7203,#003,#003,,,,,,,,,,,,
月次(M),2010/11,トヨタ自動車,T7203,#004,#004,,,,,,,,,,,,
月次(M),2010/11,トヨタ自動車,T7203,#005,#005,,,,,,,,,,,,
月次(M),2010/11,トヨタ自動車,T7203,#006,#006,,,,,,,,,,,,
月次(M),2010/11,トヨタ自動車,T7203,#007,#007,,,,,,,,,,,,
月次(M),2010/11,トヨタ自動車,T7203,#008,#008,,,,,,,,,,,,
月次(M),2010/11,トヨタ自動車,T7203,#009,#009,,,,,,,,,,,,
月次(M),2010/11,トヨタ自動車,T7203,#010,#010,,,,,,,,,,,,
月次(M),2010/11,トヨタ自動車,T7203,#999,#999,,,,,,,,,,,,
月次(M),2010/11,トヨタ自動車,T7203,,,2010/11,,2,,,,,,,,,
月次(M),2010/12,トヨタ自動車,T7203,#001,#001,,,,,,,,,,,,
月次(M),2010/12,トヨタ自動車,T7203,#002,#002,,,,,,,,,,,,
月次(M),2010/12,トヨタ自動車,T7203,#003,#003,,,,,,,,,,,,
月次(M),2010/12,トヨタ自動車,T7203,#004,#004,,,,,,,,,,,,
月次(M),2010/12,トヨタ自動車,T7203,#005,#005,,,,,,,,,,,,
月次(M),2010/12,トヨタ自動車,T7203,#006,#006,,,,,,,,,,,,
月次(M),2010/12,トヨタ自動車,T7203,#007,#007,,,,,,,,,,,,
月次(M),2010/12,トヨタ自動車,T7203,#008,#008,,,,,,,,,,,,
月次(M),2010/12,トヨタ自動車,T7203,#009,#009,,,,,,,,,,,,
月次(M),2010/12,トヨタ自動車,T7203,#010,#010,,,,,,,,,,,,
月次(M),2010/12,トヨタ自動車,T7203,#999,#999,,,,,,,,,,,,
月次(M),2010/12,トヨタ自動車,T7203,,,2010/12,,2,,,,,,,,,
月次(M),2011/01,トヨタ自動車,T7203,#001,#001,,,,,,,,,,,,
月次(M),2011/01,トヨタ自動車,T7203,#002,#002,,,,,,,,,,,,
月次(M),2011/01,トヨタ自動車,T7203,#003,#003,,,,,,,,,,,,
月次(M),2011/01,トヨタ自動車,T7203,#004,#004,,,,,,,,,,,,
月次(M),2011/01,トヨタ自動車,T7203,#005,#005,,,,,,,,,,,,
月次(M),2011/01,トヨタ自動車,T7203,#006,#006,,,,,,,,,,,,
月次(M),2011/01,トヨタ自動車,T7203,#007,#007,,,,,,,,,,,,
月次(M),2011/01,トヨタ自動車,T7203,#008,#008,,,,,,,,,,,,
月次(M),2011/01,トヨタ自動車,T7203,#009,#009,,,,,,,,,,,,
月次(M),2011/01,トヨタ自動車,T7203,#010,#010,,,,,,,,,,,,
月次(M),2011/01,トヨタ自動車,T7203,#999,#999,,,,,,,,,,,,
月次(M),2011/01,トヨタ自動車,T7203,,,2011/01,,2,,,,,,,,,
月次(M),2011/02,トヨタ自動車,T7203,#001,#001,,,,,,,,,,,,
月次(M),2011/02,トヨタ自動車,T7203,#002,#002,,,,,,,,,,,,
月次(M),2011/02,トヨタ自動車,T7203,#003,#003,,,,,,,,,,,,
月次(M),2011/02,トヨタ自動車,T7203,#004,#004,,,,,,,,,,,,
月次(M),2011/02,トヨタ自動車,T7203,#005,#005,,,,,,,,,,,,
月次(M),2011/02,トヨタ自動車,T7203,#006,#006,,,,,,,,,,,,
月次(M),2011/02,トヨタ自動車,T7203,#007,#007,,,,,,,,,,,,
月次(M),2011/02,トヨタ自動車,T7203,#008,#008,,,,,,,,,,,,
月次(M),2011/02,トヨタ自動車,T7203,#009,#009,,,,,,,,,,,,
月次(M),2011/02,トヨタ自動車,T7203,#010,#010,,,,,,,,,,,,
月次(M),2011/02,トヨタ自動車,T7203,#999,#999,,,,,,,,,,,,
月次(M),2011/02,トヨタ自動車,T7203,,,2011/02,,2,,,,,,,,,
月次(M),2011/03,トヨタ自動車,T7203,#001,#001,2011/03,12,1,2,2,2010/05/11,19200000,280000,330000,310000,89.91,-
月次(M),2011/03,トヨタ自動車,T7203,#002,#002,2011/03,12,1,2,2,2010/08/04,19500000,330000,380000,340000,98.61,-
月次(M),2011/03,トヨタ自動車,T7203,#003,#003,2011/03,12,1,2,2,2010/08/19,19500000,330000,380000,340000,98.61,-
月次(M),2011/03,トヨタ自動車,T7203,#004,#004,2011/03,12,1,2,2,2010/11/05,19000000,380000,410000,350000,101.51,-
月次(M),2011/03,トヨタ自動車,T7203,#005,#005,2011/03,12,1,2,2,2010/11/18,19000000,380000,410000,350000,101.51,-
月次(M),2011/03,トヨタ自動車,T7203,#006,#006,2011/03,12,1,2,2,2011/02/08,19200000,550000,660000,490000,142.11,-
月次(M),2011/03,トヨタ自動車,T7203,#007,#007,2011/03,12,1,2,2,2011/02/15,19200000,550000,660000,490000,142.11,-
月次(M),2011/03,トヨタ自動車,T7203,#008,#008,,,,,,,,,,,,
月次(M),2011/03,トヨタ自動車,T7203,#009,#009,,,,,,,,,,,,
月次(M),2011/03,トヨタ自動車,T7203,#010,#010,,,,,,,,,,,,
月次(M),2011/03,トヨタ自動車,T7203,#999,#999,2011/03,12,1,0,2,2012/05/09,18993688,468279,563290,408183,130.17,-
月次(M),2011/03,トヨタ自動車,T7203,,,,,,,,,,,,,,
月次(M),2011/04,トヨタ自動車,T7203,#001,#001,,,,,,,,,,,,
月次(M),2011/04,トヨタ自動車,T7203,#002,#002,,,,,,,,,,,,
月次(M),2011/04,トヨタ自動車,T7203,#003,#003,,,,,,,,,,,,
月次(M),2011/04,トヨタ自動車,T7203,#004,#004,,,,,,,,,,,,
月次(M),2011/04,トヨタ自動車,T7203,#005,#005,,,,,,,,,,,,
月次(M),2011/04,トヨタ自動車,T7203,#006,#006,,,,,,,,,,,,
月次(M),2011/04,トヨタ自動車,T7203,#007,#007,,,,,,,,,,,,
月次(M),2011/04,トヨタ自動車,T7203,#008,#008,,,,,,,,,,,,
月次(M),2011/04,トヨタ自動車,T7203,#009,#009,,,,,,,,,,,,
月次(M),2011/04,トヨタ自動車,T7203,#010,#010,,,,,,,,,,,,
月次(M),2011/04,トヨタ自動車,T7203,#999,#999,,,,,,,,,,,,
月次(M),2011/04,トヨタ自動車,T7203,,,2011/04,,1,,,,,,,,,
月次(M),2011/05,トヨタ自動車,T7203,#001,#001,,,,,,,,,,,,
月次(M),2011/05,トヨタ自動車,T7203,#002,#002,,,,,,,,,,,,
月次(M),2011/05,トヨタ自動車,T7203,#003,#003,,,,,,,,,,,,
月次(M),2011/05,トヨタ自動車,T7203,#004,#004,,,,,,,,,,,,
月次(M),2011/05,トヨタ自動車,T7203,#005,#005,,,,,,,,,,,,
月次(M),2011/05,トヨタ自動車,T7203,#006,#006,,,,,,,,,,,,
月次(M),2011/05,トヨタ自動車,T7203,#007,#007,,,,,,,,,,,,
月次(M),2011/05,トヨタ自動車,T7203,#008,#008,,,,,,,,,,,,
月次(M),2011/05,トヨタ自動車,T7203,#009,#009,,,,,,,,,,,,
月次(M),2011/05,トヨタ自動車,T7203,#010,#010,,,,,,,,,,,,
月次(M),2011/05,トヨタ自動車,T7203,#999,#999,,,,,,,,,,,,
月次(M),2011/05,トヨタ自動車,T7203,,,2011/05,,1,,,,,,,,,
月次(M),2011/06,トヨタ自動車,T7203,#001,#001,,,,,,,,,,,,
月次(M),2011/06,トヨタ自動車,T7203,#002,#002,,,,,,,,,,,,
月次(M),2011/06,トヨタ自動車,T7203,#003,#003,,,,,,,,,,,,
月次(M),2011/06,トヨタ自動車,T7203,#004,#004,,,,,,,,,,,,
月次(M),2011/06,トヨタ自動車,T7203,#005,#005,,,,,,,,,,,,
月次(M),2011/06,トヨタ自動車,T7203,#006,#006,,,,,,,,,,,,
月次(M),2011/06,トヨタ自動車,T7203,#007,#007,,,,,,,,,,,,
月次(M),2011/06,トヨタ自動車,T7203,#008,#008,,,,,,,,,,,,
月次(M),2011/06,トヨタ自動車,T7203,#009,#009,,,,,,,,,,,,
月次(M),2011/06,トヨタ自動車,T7203,#010,#010,,,,,,,,,,,,
月次(M),2011/06,トヨタ自動車,T7203,#999,#999,,,,,,,,,,,,
月次(M),2011/06,トヨタ自動車,T7203,,,2011/06,,1,,,,,,,,,
月次(M),2011/07,トヨタ自動車,T7203,#001,#001,,,,,,,,,,,,
月次(M),2011/07,トヨタ自動車,T7203,#002,#002,,,,,,,,,,,,
月次(M),2011/07,トヨタ自動車,T7203,#003,#003,,,,,,,,,,,,
月次(M),2011/07,トヨタ自動車,T7203,#004,#004,,,,,,,,,,,,
月次(M),2011/07,トヨタ自動車,T7203,#005,#005,,,,,,,,,,,,
月次(M),2011/07,トヨタ自動車,T7203,#006,#006,,,,,,,,,,,,
月次(M),2011/07,トヨタ自動車,T7203,#007,#007,,,,,,,,,,,,
月次(M),2011/07,トヨタ自動車,T7203,#008,#008,,,,,,,,,,,,
月次(M),2011/07,トヨタ自動車,T7203,#009,#009,,,,,,,,,,,,
月次(M),2011/07,トヨタ自動車,T7203,#010,#010,,,,,,,,,,,,
月次(M),2011/07,トヨタ自動車,T7203,#999,#999,,,,,,,,,,,,
月次(M),2011/07,トヨタ自動車,T7203,,,2011/07,,1,,,,,,,,,
月次(M),2011/08,トヨタ自動車,T7203,#001,#001,,,,,,,,,,,,
月次(M),2011/08,トヨタ自動車,T7203,#002,#002,,,,,,,,,,,,
月次(M),2011/08,トヨタ自動車,T7203,#003,#003,,,,,,,,,,,,
月次(M),2011/08,トヨタ自動車,T7203,#004,#004,,,,,,,,,,,,
月次(M),2011/08,トヨタ自動車,T7203,#005,#005,,,,,,,,,,,,
月次(M),2011/08,トヨタ自動車,T7203,#006,#006,,,,,,,,,,,,
月次(M),2011/08,トヨタ自動車,T7203,#007,#007,,,,,,,,,,,,
月次(M),2011/08,トヨタ自動車,T7203,#008,#008,,,,,,,,,,,,
月次(M),2011/08,トヨタ自動車,T7203,#009,#009,,,,,,,,,,,,
月次(M),2011/08,トヨタ自動車,T7203,#010,#010,,,,,,,,,,,,
月次(M),2011/08,トヨタ自動車,T7203,#999,#999,,,,,,,,,,,,
月次(M),2011/08,トヨタ自動車,T7203,,,2011/08,,1,,,,,,,,,
月次(M),2011/09,トヨタ自動車,T7203,#001,#001,,,,,,,,,,,,
月次(M),2011/09,トヨタ自動車,T7203,#002,#002,2011/09,6,2,2,2,2011/05/18,8000000,0,0,0,0,-
月次(M),2011/09,トヨタ自動車,T7203,#003,#003,2011/09,6,2,2,2,2011/06/10,7500000,-120000,-100000,10000,2.9,-
月次(M),2011/09,トヨタ自動車,T7203,#004,#004,2011/09,6,2,2,2,2011/08/02,8100000,-40000,0,70000,20.3,-
月次(M),2011/09,トヨタ自動車,T7203,#005,#005,2011/09,6,2,2,2,2011/08/16,8100000,-40000,0,70000,20.3,-
月次(M),2011/09,トヨタ自動車,T7203,#006,#006,,,,,,,,,,,,
月次(M),2011/09,トヨタ自動車,T7203,#007,#007,,,,,,,,,,,,
月次(M),2011/09,トヨタ自動車,T7203,#008,#008,,,,,,,,,,,,
月次(M),2011/09,トヨタ自動車,T7203,#009,#009,,,,,,,,,,,,
月次(M),2011/09,トヨタ自動車,T7203,#010,#010,,,,,,,,,,,,
月次(M),2011/09,トヨタ自動車,T7203,#999,#999,2011/09,6,2,0,2,2012/11/05,8015922,-32573,-1403,81581,26.02,-
月次(M),2011/09,トヨタ自動車,T7203,,,,,,,,,,,,,,
月次(M),2011/10,トヨタ自動車,T7203,#001,#001,,,,,,,,,,,,
月次(M),2011/10,トヨタ自動車,T7203,#002,#002,,,,,,,,,,,,
月次(M),2011/10,トヨタ自動車,T7203,#003,#003,,,,,,,,,,,,
月次(M),2011/10,トヨタ自動車,T7203,#004,#004,,,,,,,,,,,,
月次(M),2011/10,トヨタ自動車,T7203,#005,#005,,,,,,,,,,,,
月次(M),2011/10,トヨタ自動車,T7203,#006,#006,,,,,,,,,,,,
月次(M),2011/10,トヨタ自動車,T7203,#007,#007,,,,,,,,,,,,
月次(M),2011/10,トヨタ自動車,T7203,#008,#008,,,,,,,,,,,,
月次(M),2011/10,トヨタ自動車,T7203,#009,#009,,,,,,,,,,,,
月次(M),2011/10,トヨタ自動車,T7203,#010,#010,,,,,,,,,,,,
月次(M),2011/10,トヨタ自動車,T7203,#999,#999,,,,,,,,,,,,
月次(M),2011/10,トヨタ自動車,T7203,,,2011/10,,2,,,,,,,,,
月次(M),2011/11,トヨタ自動車,T7203,#001,#001,,,,,,,,,,,,
月次(M),2011/11,トヨタ自動車,T7203,#002,#002,,,,,,,,,,,,
月次(M),2011/11,トヨタ自動車,T7203,#003,#003,,,,,,,,,,,,
月次(M),2011/11,トヨタ自動車,T7203,#004,#004,,,,,,,,,,,,
月次(M),2011/11,トヨタ自動車,T7203,#005,#005,,,,,,,,,,,,
月次(M),2011/11,トヨタ自動車,T7203,#006,#006,,,,,,,,,,,,
月次(M),2011/11,トヨタ自動車,T7203,#007,#007,,,,,,,,,,,,
月次(M),2011/11,トヨタ自動車,T7203,#008,#008,,,,,,,,,,,,
月次(M),2011/11,トヨタ自動車,T7203,#009,#009,,,,,,,,,,,,
月次(M),2011/11,トヨタ自動車,T7203,#010,#010,,,,,,,,,,,,
月次(M),2011/11,トヨタ自動車,T7203,#999,#999,,,,,,,,,,,,
月次(M),2011/11,トヨタ自動車,T7203,,,2011/11,,2,,,,,,,,,
月次(M),2011/12,トヨタ自動車,T7203,#001,#001,,,,,,,,,,,,
月次(M),2011/12,トヨタ自動車,T7203,#002,#002,,,,,,,,,,,,
月次(M),2011/12,トヨタ自動車,T7203,#003,#003,,,,,,,,,,,,
月次(M),2011/12,トヨタ自動車,T7203,#004,#004,,,,,,,,,,,,
月次(M),2011/12,トヨタ自動車,T7203,#005,#005,,,,,,,,,,,,
月次(M),2011/12,トヨタ自動車,T7203,#006,#006,,,,,,,,,,,,
月次(M),2011/12,トヨタ自動車,T7203,#007,#007,,,,,,,,,,,,
月次(M),2011/12,トヨタ自動車,T7203,#008,#008,,,,,,,,,,,,
月次(M),2011/12,トヨタ自動車,T7203,#009,#009,,,,,,,,,,,,
月次(M),2011/12,トヨタ自動車,T7203,#010,#010,,,,,,,,,,,,
月次(M),2011/12,トヨタ自動車,T7203,#999,#999,,,,,,,,,,,,
月次(M),2011/12,トヨタ自動車,T7203,,,2011/12,,2,,,,,,,,,
月次(M),2012/01,トヨタ自動車,T7203,#001,#001,,,,,,,,,,,,
月次(M),2012/01,トヨタ自動車,T7203,#002,#002,,,,,,,,,,,,
月次(M),2012/01,トヨタ自動車,T7203,#003,#003,,,,,,,,,,,,
月次(M),2012/01,トヨタ自動車,T7203,#004,#004,,,,,,,,,,,,
月次(M),2012/01,トヨタ自動車,T7203,#005,#005,,,,,,,,,,,,
月次(M),2012/01,トヨタ自動車,T7203,#006,#006,,,,,,,,,,,,
月次(M),2012/01,トヨタ自動車,T7203,#007,#007,,,,,,,,,,,,
月次(M),2012/01,トヨタ自動車,T7203,#008,#008,,,,,,,,,,,,
月次(M),2012/01,トヨタ自動車,T7203,#009,#009,,,,,,,,,,,,
月次(M),2012/01,トヨタ自動車,T7203,#010,#010,,,,,,,,,,,,
月次(M),2012/01,トヨタ自動車,T7203,#999,#999,,,,,,,,,,,,
月次(M),2012/01,トヨタ自動車,T7203,,,2012/01,,2,,,,,,,,,
月次(M),2012/02,トヨタ自動車,T7203,#001,#001,,,,,,,,,,,,
月次(M),2012/02,トヨタ自動車,T7203,#002,#002,,,,,,,,,,,,
月次(M),2012/02,トヨタ自動車,T7203,#003,#003,,,,,,,,,,,,
月次(M),2012/02,トヨタ自動車,T7203,#004,#004,,,,,,,,,,,,
月次(M),2012/02,トヨタ自動車,T7203,#005,#005,,,,,,,,,,,,
月次(M),2012/02,トヨタ自動車,T7203,#006,#006,,,,,,,,,,,,
月次(M),2012/02,トヨタ自動車,T7203,#007,#007,,,,,,,,,,,,
月次(M),2012/02,トヨタ自動車,T7203,#008,#008,,,,,,,,,,,,
月次(M),2012/02,トヨタ自動車,T7203,#009,#009,,,,,,,,,,,,
月次(M),2012/02,トヨタ自動車,T7203,#010,#010,,,,,,,,,,,,
月次(M),2012/02,トヨタ自動車,T7203,#999,#999,,,,,,,,,,,,
月次(M),2012/02,トヨタ自動車,T7203,,,2012/02,,2,,,,,,,,,
月次(M),2012/03,トヨタ自動車,T7203,#001,#001,,,,,,,,,,,,
月次(M),2012/03,トヨタ自動車,T7203,#002,#002,,,,,,,,,,,,
月次(M),2012/03,トヨタ自動車,T7203,#003,#003,,,,,,,,,,,,
月次(M),2012/03,トヨタ自動車,T7203,#004,#004,,,,,,,,,,,,
月次(M),2012/03,トヨタ自動車,T7203,#005,#005,,,,,,,,,,,,
月次(M),2012/03,トヨタ自動車,T7203,#006,#006,2012/03,12,1,2,2,2011/11/16,18500000,400000,450000,380000,110.21,-
月次(M),2012/03,トヨタ自動車,T7203,#007,#007,2012/03,12,1,2,2,2011/12/09,18200000,200000,170000,180000,52.2,-
月次(M),2012/03,トヨタ自動車,T7203,#008,#008,2012/03,12,1,2,2,2012/02/07,18300000,270000,270000,200000,58,-
月次(M),2012/03,トヨタ自動車,T7203,#009,#009,2012/03,12,1,2,2,2012/02/13,18300000,270000,270000,200000,58,-
月次(M),2012/03,トヨタ自動車,T7203,#010,#010,,,,,,,,,,,,
月次(M),2012/03,トヨタ自動車,T7203,#999,#999,2012/03,12,1,0,2,2013/05/08,18583653,355627,432873,283559,90.21,-
月次(M),2012/03,トヨタ自動車,T7203,,,,,,,,,,,,,,
月次(M),2012/04,トヨタ自動車,T7203,#001,#001,,,,,,,,,,,,
月次(M),2012/04,トヨタ自動車,T7203,#002,#002,,,,,,,,,,,,
月次(M),2012/04,トヨタ自動車,T7203,#003,#003,,,,,,,,,,,,
月次(M),2012/04,トヨタ自動車,T7203,#004,#004,,,,,,,,,,,,
月次(M),2012/04,トヨタ自動車,T7203,#005,#005,,,,,,,,,,,,
月次(M),2012/04,トヨタ自動車,T7203,#006,#006,,,,,,,,,,,,
月次(M),2012/04,トヨタ自動車,T7203,#007,#007,,,,,,,,,,,,
月次(M),2012/04,トヨタ自動車,T7203,#008,#008,,,,,,,,,,,,
月次(M),2012/04,トヨタ自動車,T7203,#009,#009,,,,,,,,,,,,
月次(M),2012/04,トヨタ自動車,T7203,#010,#010,,,,,,,,,,,,
月次(M),2012/04,トヨタ自動車,T7203,#999,#999,,,,,,,,,,,,
月次(M),2012/04,トヨタ自動車,T7203,,,2012/04,,1,,,,,,,,,
月次(M),2012/05,トヨタ自動車,T7203,#001,#001,,,,,,,,,,,,
月次(M),2012/05,トヨタ自動車,T7203,#002,#002,,,,,,,,,,,,
月次(M),2012/05,トヨタ自動車,T7203,#003,#003,,,,,,,,,,,,
月次(M),2012/05,トヨタ自動車,T7203,#004,#004,,,,,,,,,,,,
月次(M),2012/05,トヨタ自動車,T7203,#005,#005,,,,,,,,,,,,
月次(M),2012/05,トヨタ自動車,T7203,#006,#006,,,,,,,,,,,,
月次(M),2012/05,トヨタ自動車,T7203,#007,#007,,,,,,,,,,,,
月次(M),2012/05,トヨタ自動車,T7203,#008,#008,,,,,,,,,,,,
月次(M),2012/05,トヨタ自動車,T7203,#009,#009,,,,,,,,,,,,
月次(M),2012/05,トヨタ自動車,T7203,#010,#010,,,,,,,,,,,,
月次(M),2012/05,トヨタ自動車,T7203,#999,#999,,,,,,,,,,,,
月次(M),2012/05,トヨタ自動車,T7203,,,2012/05,,1,,,,,,,,,
月次(M),2012/06,トヨタ自動車,T7203,#001,#001,,,,,,,,,,,,
月次(M),2012/06,トヨタ自動車,T7203,#002,#002,,,,,,,,,,,,
月次(M),2012/06,トヨタ自動車,T7203,#003,#003,,,,,,,,,,,,
月次(M),2012/06,トヨタ自動車,T7203,#004,#004,,,,,,,,,,,,
月次(M),2012/06,トヨタ自動車,T7203,#005,#005,,,,,,,,,,,,
月次(M),2012/06,トヨタ自動車,T7203,#006,#006,,,,,,,,,,,,
月次(M),2012/06,トヨタ自動車,T7203,#007,#007,,,,,,,,,,,,
月次(M),2012/06,トヨタ自動車,T7203,#008,#008,,,,,,,,,,,,
月次(M),2012/06,トヨタ自動車,T7203,#009,#009,,,,,,,,,,,,
月次(M),2012/06,トヨタ自動車,T7203,#010,#010,,,,,,,,,,,,
月次(M),2012/06,トヨタ自動車,T7203,#999,#999,,,,,,,,,,,,
月次(M),2012/06,トヨタ自動車,T7203,,,2012/06,,1,,,,,,,,,
月次(M),2012/07,トヨタ自動車,T7203,#001,#001,,,,,,,,,,,,
月次(M),2012/07,トヨタ自動車,T7203,#002,#002,,,,,,,,,,,,
月次(M),2012/07,トヨタ自動車,T7203,#003,#003,,,,,,,,,,,,
月次(M),2012/07,トヨタ自動車,T7203,#004,#004,,,,,,,,,,,,
月次(M),2012/07,トヨタ自動車,T7203,#005,#005,,,,,,,,,,,,
月次(M),2012/07,トヨタ自動車,T7203,#006,#006,,,,,,,,,,,,
月次(M),2012/07,トヨタ自動車,T7203,#007,#007,,,,,,,,,,,,
月次(M),2012/07,トヨタ自動車,T7203,#008,#008,,,,,,,,,,,,
月次(M),2012/07,トヨタ自動車,T7203,#009,#009,,,,,,,,,,,,
月次(M),2012/07,トヨタ自動車,T7203,#010,#010,,,,,,,,,,,,
月次(M),2012/07,トヨタ自動車,T7203,#999,#999,,,,,,,,,,,,
月次(M),2012/07,トヨタ自動車,T7203,,,2012/07,,1,,,,,,,,,
月次(M),2012/08,トヨタ自動車,T7203,#001,#001,,,,,,,,,,,,
月次(M),2012/08,トヨタ自動車,T7203,#002,#002,,,,,,,,,,,,
月次(M),2012/08,トヨタ自動車,T7203,#003,#003,,,,,,,,,,,,
月次(M),2012/08,トヨタ自動車,T7203,#004,#004,,,,,,,,,,,,
月次(M),2012/08,トヨタ自動車,T7203,#005,#005,,,,,,,,,,,,
月次(M),2012/08,トヨタ自動車,T7203,#006,#006,,,,,,,,,,,,
月次(M),2012/08,トヨタ自動車,T7203,#007,#007,,,,,,,,,,,,
月次(M),2012/08,トヨタ自動車,T7203,#008,#008,,,,,,,,,,,,
月次(M),2012/08,トヨタ自動車,T7203,#009,#009,,,,,,,,,,,,
月次(M),2012/08,トヨタ自動車,T7203,#010,#010,,,,,,,,,,,,
月次(M),2012/08,トヨタ自動車,T7203,#999,#999,,,,,,,,,,,,
月次(M),2012/08,トヨタ自動車,T7203,,,2012/08,,1,,,,,,,,,
月次(M),2012/09,トヨタ自動車,T7203,#001,#001,2012/09,6,2,2,2,2012/05/10,11000000,500000,580000,380000,110.21,-
月次(M),2012/09,トヨタ自動車,T7203,#002,#002,2012/09,6,2,2,2,2012/05/22,11000000,500000,580000,380000,110.21,-
