Firm,U-RW,U-SRW,U-ARIMA-F,U-ARIMA-G,U-ARIMA-BR,M-OLS1,M-OLS2,M-OLS3,U-RIDGE,U-LASSO,U-EN,U-RF,U-NN,M-RIDGE,M-LASSO,M-EN,M-RF,M-NN,IBES
滝沢鉄工所,25.0,58.3,33.3,33.3,33.3,50.0,83.3,91.7,33.3,25.0,41.7,50.0,50.0,25.0,25.0,25.0,33.3,33.3,-
焼津水産化学工業,50.0,33.3,33.3,16.7,25.0,33.3,25.0,58.3,33.3,25.0,33.3,41.7,58.3,58.3,33.3,33.3,16.7,33.3,-
熊谷組,16.7,0.0,8.3,8.3,8.3,25.0,16.7,100.0,16.7,16.7,0.0,8.3,8.3,8.3,0.0,0.0,0.0,0.0,-
燦ホールディングス,8.3,25.0,25.0,16.7,8.3,16.7,33.3,66.7,16.7,16.7,16.7,16.7,16.7,8.3,8.3,0.0,16.7,16.7,-
片倉コープアグリ,41.7,16.7,16.7,25.0,16.7,41.7,33.3,83.3,16.7,16.7,16.7,8.3,50.0,41.7,41.7,50.0,25.0,25.0,-
牧野フライス製作所,58.3,33.3,33.3,41.7,16.7,33.3,50.0,91.7,33.3,41.7,41.7,58.3,33.3,50.0,25.0,33.3,50.0,33.3,-
特種東海製紙,25.0,25.0,25.0,25.0,25.0,25.0,25.0,100.0,25.0,8.3,8.3,16.7,33.3,16.7,16.7,16.7,25.0,33.3,-
王子ホールディングス,8.3,16.7,16.7,8.3,8.3,16.7,8.3,66.7,8.3,8.3,8.3,8.3,16.7,8.3,16.7,8.3,8.3,8.3,-
王将フードサービス,16.7,16.7,16.7,16.7,16.7,16.7,16.7,58.3,16.7,16.7,16.7,16.7,8.3,0.0,0.0,0.0,16.7,16.7,-
理想科学工業,50.0,33.3,33.3,41.7,33.3,41.7,33.3,83.3,66.7,66.7,66.7,58.3,75.0,83.3,33.3,33.3,41.7,66.7,-
理研計器,8.3,0.0,0.0,8.3,8.3,8.3,8.3,16.7,8.3,0.0,0.0,8.3,8.3,0.0,0.0,0.0,8.3,8.3,-
生化学工業,66.7,50.0,50.0,66.7,58.3,75.0,83.3,91.7,58.3,58.3,58.3,41.7,75.0,75.0,75.0,75.0,66.7,75.0,-
田中商事,8.3,8.3,16.7,8.3,8.3,8.3,8.3,8.3,0.0,0.0,0.0,0.0,16.7,0.0,0.0,0.0,0.0,0.0,-
田谷,58.3,50.0,41.7,33.3,41.7,58.3,50.0,75.0,41.7,41.7,41.7,33.3,41.7,50.0,50.0,50.0,58.3,58.3,-
白銅,8.3,8.3,0.0,0.0,0.0,8.3,8.3,50.0,0.0,0.0,0.0,8.3,0.0,0.0,0.0,0.0,0.0,8.3,-
相鉄ホールディングス,25.0,33.3,25.0,33.3,25.0,41.7,33.3,83.3,41.7,41.7,41.7,41.7,41.7,33.3,25.0,25.0,50.0,33.3,-
矢作建設工業,25.0,16.7,16.7,16.7,16.7,16.7,25.0,33.3,16.7,8.3,8.3,16.7,25.0,8.3,8.3,8.3,8.3,16.7,-
石井鉄工所,16.7,0.0,8.3,8.3,16.7,16.7,16.7,58.3,8.3,0.0,0.0,8.3,25.0,0.0,0.0,0.0,0.0,8.3,-
石原ケミカル,16.7,8.3,8.3,16.7,8.3,8.3,16.7,41.7,8.3,8.3,8.3,8.3,0.0,0.0,0.0,0.0,8.3,8.3,-
石川製作所,58.3,25.0,16.7,41.7,33.3,58.3,41.7,58.3,33.3,66.7,66.7,58.3,58.3,58.3,66.7,33.3,58.3,58.3,-
石油資源開発,50.0,50.0,50.0,66.7,75.0,58.3,58.3,100.0,33.3,33.3,33.3,33.3,58.3,75.0,50.0,50.0,41.7,58.3,-
神奈川中央交通,25.0,33.3,25.0,33.3,33.3,41.7,66.7,91.7,50.0,16.7,16.7,33.3,33.3,8.3,16.7,16.7,25.0,33.3,-
神戸製鋼所,58.3,41.7,41.7,58.3,58.3,75.0,66.7,91.7,75.0,41.7,50.0,75.0,41.7,58.3,58.3,50.0,50.0,50.0,33.3
神東塗料,58.3,50.0,66.7,58.3,50.0,75.0,41.7,83.3,41.7,41.7,41.7,58.3,50.0,41.7,41.7,25.0,33.3,83.3,-
神栄,50.0,58.3,66.7,66.7,66.7,58.3,83.3,91.7,91.7,41.7,41.7,58.3,50.0,83.3,66.7,66.7,41.7,50.0,-
神鋼商事,25.0,25.0,25.0,33.3,25.0,33.3,75.0,83.3,33.3,33.3,33.3,25.0,25.0,33.3,33.3,33.3,41.7,41.7,-
福井コンピュータホールディング,8.3,0.0,0.0,0.0,0.0,8.3,8.3,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-
科研製薬,0.0,0.0,0.0,0.0,0.0,0.0,8.3,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-
稲畑産業,16.7,25.0,16.7,0.0,16.7,25.0,8.3,58.3,8.3,8.3,0.0,0.0,0.0,8.3,0.0,0.0,0.0,0.0,-
積水化学工業,50.0,16.7,25.0,16.7,16.7,16.7,16.7,50.0,16.7,16.7,16.7,16.7,25.0,8.3,16.7,16.7,16.7,16.7,16.7
積水化成品工業,50.0,33.3,33.3,41.7,33.3,33.3,41.7,66.7,41.7,16.7,16.7,41.7,41.7,25.0,33.3,33.3,41.7,33.3,-
積水樹脂,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-
空港施設,25.0,25.0,25.0,16.7,25.0,25.0,25.0,50.0,16.7,16.7,16.7,8.3,50.0,25.0,16.7,25.0,25.0,25.0,-
立花エレテック,0.0,8.3,8.3,0.0,0.0,8.3,8.3,33.3,0.0,0.0,0.0,8.3,0.0,0.0,0.0,0.0,0.0,16.7,-
第一三共,58.3,33.3,33.3,25.0,25.0,50.0,50.0,91.7,25.0,25.0,25.0,41.7,25.0,66.7,25.0,25.0,33.3,50.0,16.7
第一実業,0.0,0.0,8.3,8.3,8.3,8.3,8.3,100.0,16.7,0.0,0.0,0.0,0.0,8.3,0.0,0.0,0.0,0.0,-
第一工業製薬,8.3,0.0,0.0,0.0,0.0,8.3,16.7,91.7,0.0,0.0,0.0,0.0,8.3,16.7,0.0,0.0,0.0,0.0,-
第一稀元素化学工業,25.0,16.7,16.7,75.0,75.0,83.3,91.7,100.0,41.7,41.7,41.7,25.0,91.7,50.0,25.0,33.3,25.0,25.0,-
第一興商,50.0,41.7,41.7,25.0,41.7,33.3,41.7,58.3,41.7,50.0,50.0,41.7,41.7,16.7,25.0,25.0,41.7,50.0,-
綜合警備保障,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-
群栄化学工業,16.7,0.0,0.0,0.0,0.0,16.7,41.7,91.7,8.3,0.0,0.0,8.3,0.0,0.0,0.0,0.0,8.3,8.3,-
能美防災,25.0,8.3,8.3,16.7,8.3,25.0,16.7,50.0,33.3,25.0,25.0,16.7,25.0,8.3,8.3,8.3,16.7,16.7,-
船井電機,75.0,66.7,83.3,75.0,66.7,91.7,91.7,100.0,91.7,91.7,91.7,83.3,91.7,91.7,83.3,83.3,83.3,91.7,-
芝浦メカトロニクス,25.0,25.0,33.3,33.3,41.7,66.7,50.0,100.0,41.7,25.0,25.0,25.0,25.0,33.3,66.7,66.7,25.0,33.3,-
芝浦機械,66.7,33.3,41.7,50.0,50.0,58.3,33.3,83.3,66.7,50.0,50.0,50.0,58.3,58.3,50.0,58.3,50.0,50.0,-
若築建設,41.7,25.0,33.3,33.3,33.3,33.3,50.0,91.7,41.7,16.7,16.7,25.0,33.3,33.3,25.0,16.7,25.0,41.7,-
荒川化学工業,50.0,16.7,25.0,16.7,8.3,33.3,33.3,75.0,16.7,16.7,16.7,8.3,8.3,16.7,41.7,25.0,25.0,25.0,-
菱電商事,16.7,0.0,0.0,0.0,0.0,0.0,16.7,33.3,0.0,0.0,0.0,0.0,0.0,8.3,0.0,0.0,0.0,0.0,-
萩原電気ホールディングス,8.3,8.3,8.3,8.3,8.3,8.3,8.3,8.3,8.3,8.3,8.3,8.3,8.3,0.0,0.0,0.0,8.3,8.3,-
蔵王産業,8.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.3,0.0,0.0,0.0,0.0,8.3,-
藤倉化成,25.0,25.0,25.0,25.0,25.0,33.3,33.3,58.3,25.0,41.7,25.0,33.3,33.3,8.3,16.7,8.3,25.0,25.0,-
藤森工業,8.3,0.0,0.0,0.0,0.0,0.0,8.3,41.7,0.0,0.0,0.0,8.3,0.0,0.0,0.0,0.0,8.3,0.0,-
虹技,41.7,41.7,50.0,25.0,33.3,50.0,41.7,91.7,33.3,33.3,25.0,41.7,41.7,41.7,41.7,41.7,25.0,41.7,-
蛇の目ミシン工業,25.0,41.7,25.0,25.0,16.7,33.3,33.3,83.3,16.7,16.7,16.7,50.0,25.0,8.3,16.7,16.7,25.0,33.3,-
蝶理,25.0,16.7,16.7,16.7,25.0,8.3,25.0,33.3,25.0,16.7,16.7,25.0,8.3,8.3,8.3,8.3,16.7,16.7,-
西日本旅客鉄道,25.0,33.3,41.7,33.3,25.0,75.0,66.7,41.7,41.7,41.7,41.7,16.7,50.0,0.0,33.3,33.3,16.7,41.7,-
西日本鉄道,66.7,58.3,41.7,41.7,50.0,75.0,75.0,100.0,50.0,41.7,41.7,41.7,41.7,33.3,41.7,41.7,33.3,58.3,-
西松建設,16.7,0.0,0.0,8.3,0.0,16.7,16.7,75.0,8.3,8.3,8.3,8.3,0.0,25.0,8.3,8.3,8.3,16.7,-
西華産業,58.3,33.3,50.0,41.7,41.7,33.3,83.3,91.7,50.0,16.7,16.7,16.7,16.7,58.3,33.3,33.3,41.7,41.7,-
西部ガスホールディングス,83.3,41.7,50.0,58.3,58.3,50.0,66.7,75.0,50.0,41.7,33.3,50.0,16.7,16.7,33.3,41.7,41.7,41.7,-
豊田合成,58.3,50.0,58.3,25.0,25.0,41.7,33.3,75.0,25.0,25.0,25.0,25.0,33.3,25.0,25.0,25.0,25.0,33.3,25.0
近畿車両,58.3,66.7,66.7,66.7,75.0,100.0,83.3,100.0,66.7,66.7,66.7,66.7,66.7,66.7,75.0,75.0,50.0,66.7,-
近鉄グループホールディングス,25.0,33.3,25.0,41.7,25.0,33.3,41.7,83.3,41.7,41.7,16.7,25.0,33.3,33.3,33.3,33.3,25.0,33.3,-
進学会ホールディングス,50.0,16.7,16.7,33.3,50.0,83.3,50.0,100.0,66.7,66.7,66.7,25.0,41.7,50.0,50.0,41.7,33.3,58.3,-
遠藤照明,41.7,25.0,33.3,41.7,33.3,41.7,41.7,83.3,25.0,25.0,25.0,33.3,41.7,50.0,33.3,33.3,25.0,66.7,-
酉島製作所,66.7,58.3,33.3,50.0,33.3,50.0,33.3,66.7,50.0,50.0,50.0,41.7,50.0,58.3,41.7,25.0,25.0,33.3,-
野村マイクロ・サイエンス,33.3,16.7,8.3,8.3,8.3,25.0,16.7,58.3,16.7,8.3,8.3,16.7,8.3,16.7,8.3,8.3,16.7,16.7,-
野村不動産ホールディングス,41.7,33.3,16.7,33.3,33.3,25.0,25.0,50.0,33.3,25.0,25.0,25.0,25.0,16.7,25.0,16.7,16.7,25.0,25.0
鉄建建設,8.3,8.3,25.0,8.3,16.7,41.7,41.7,83.3,16.7,0.0,0.0,8.3,0.0,8.3,16.7,16.7,8.3,8.3,-
銭高組,16.7,16.7,16.7,16.7,16.7,33.3,33.3,83.3,16.7,8.3,16.7,16.7,8.3,33.3,25.0,25.0,16.7,16.7,-
長瀬産業,16.7,0.0,0.0,0.0,0.0,8.3,0.0,33.3,0.0,0.0,0.0,0.0,8.3,8.3,0.0,0.0,8.3,8.3,-
長谷工コーポレーション,8.3,0.0,0.0,0.0,0.0,8.3,0.0,83.3,0.0,0.0,0.0,0.0,8.3,8.3,0.0,0.0,0.0,0.0,-
長野計器,33.3,50.0,58.3,41.7,33.3,58.3,33.3,75.0,25.0,25.0,25.0,41.7,33.3,33.3,25.0,8.3,25.0,41.7,-
関東電化工業,8.3,16.7,25.0,25.0,16.7,33.3,25.0,66.7,8.3,8.3,8.3,8.3,41.7,33.3,0.0,0.0,8.3,8.3,-
関西スーパーマーケット,16.7,8.3,8.3,8.3,8.3,8.3,16.7,41.7,8.3,8.3,8.3,8.3,8.3,16.7,8.3,8.3,8.3,8.3,-
関西ペイント,25.0,16.7,25.0,16.7,25.0,16.7,16.7,41.7,16.7,33.3,33.3,8.3,8.3,33.3,41.7,33.3,25.0,25.0,25.0
関電工,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-
阪和興業,25.0,33.3,41.7,50.0,41.7,41.7,75.0,91.7,58.3,16.7,16.7,41.7,16.7,83.3,33.3,25.0,41.7,50.0,-
電源開発,50.0,33.3,33.3,25.0,16.7,16.7,8.3,75.0,16.7,16.7,16.7,25.0,33.3,8.3,8.3,8.3,25.0,16.7,-
電算,58.3,66.7,66.7,41.7,58.3,50.0,66.7,75.0,75.0,66.7,75.0,58.3,58.3,50.0,33.3,33.3,41.7,58.3,-
青山商事,41.7,33.3,41.7,41.7,50.0,50.0,41.7,66.7,41.7,58.3,58.3,41.7,33.3,41.7,41.7,41.7,50.0,58.3,-
飛島建設,25.0,33.3,58.3,33.3,25.0,58.3,50.0,91.7,33.3,0.0,0.0,25.0,33.3,16.7,0.0,0.0,25.0,25.0,-
飯野海運,33.3,50.0,41.7,41.7,33.3,50.0,25.0,75.0,33.3,25.0,25.0,25.0,58.3,33.3,25.0,25.0,16.7,75.0,-
養命酒製造,50.0,33.3,41.7,50.0,58.3,58.3,58.3,91.7,33.3,33.3,25.0,33.3,16.7,66.7,50.0,41.7,33.3,66.7,-
高圧ガス工業,8.3,0.0,0.0,0.0,0.0,0.0,0.0,33.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.3,-
高島,25.0,25.0,33.3,41.7,25.0,50.0,66.7,83.3,41.7,16.7,41.7,25.0,25.0,58.3,25.0,8.3,16.7,16.7,-
高松コンストラクショングループ,25.0,8.3,8.3,25.0,0.0,16.7,8.3,83.3,16.7,16.7,16.7,8.3,8.3,25.0,16.7,16.7,16.7,25.0,-
高田機工,33.3,33.3,33.3,41.7,25.0,58.3,75.0,100.0,33.3,25.0,25.0,33.3,25.0,25.0,50.0,50.0,25.0,33.3,-
高砂香料工業,25.0,33.3,16.7,8.3,8.3,33.3,41.7,50.0,8.3,16.7,16.7,16.7,16.7,16.7,8.3,8.3,16.7,25.0,-
高速,8.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-
魚力,50.0,16.7,25.0,16.7,16.7,25.0,16.7,50.0,25.0,16.7,16.7,25.0,33.3,33.3,8.3,8.3,16.7,25.0,-
鶴見製作所,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-
鹿島,0.0,0.0,0.0,0.0,0.0,8.3,8.3,50.0,0.0,0.0,0.0,0.0,8.3,0.0,0.0,0.0,0.0,0.0,-
ＡＮＡホールディングス,25.0,41.7,33.3,33.3,25.0,33.3,58.3,91.7,41.7,16.7,16.7,25.0,33.3,16.7,8.3,8.3,16.7,25.0,-
ＡＯＫＩホールディングス,50.0,33.3,33.3,33.3,33.3,33.3,58.3,75.0,50.0,50.0,50.0,50.0,58.3,33.3,33.3,33.3,33.3,25.0,-
ＣＤＧ,16.7,33.3,33.3,33.3,33.3,25.0,33.3,66.7,25.0,25.0,25.0,41.7,41.7,16.7,16.7,16.7,25.0,41.7,-
ＣＫサンエツ,25.0,33.3,33.3,25.0,33.3,33.3,33.3,50.0,25.0,25.0,25.0,25.0,25.0,25.0,16.7,16.7,25.0,25.0,-
ＣＫＤ,25.0,25.0,25.0,25.0,16.7,25.0,25.0,41.7,16.7,33.3,33.3,33.3,25.0,33.3,8.3,8.3,25.0,33.3,-
ＣＯＴＡ,50.0,16.7,16.7,25.0,25.0,33.3,25.0,50.0,16.7,16.7,16.7,16.7,16.7,16.7,8.3,8.3,16.7,25.0,-
ＤＭ三井製糖ホールディングス,41.7,41.7,33.3,41.7,33.3,41.7,58.3,91.7,33.3,33.3,25.0,41.7,41.7,41.7,41.7,33.3,41.7,33.3,-
ＤＯＷＡホールディングス,16.7,25.0,16.7,16.7,16.7,33.3,50.0,100.0,25.0,8.3,8.3,33.3,33.3,33.3,33.3,33.3,25.0,25.0,-
ＤＴＳ,0.0,16.7,0.0,8.3,0.0,0.0,8.3,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-
ＥＩＺＯ,25.0,16.7,25.0,16.7,8.3,25.0,16.7,83.3,16.7,16.7,16.7,16.7,25.0,8.3,8.3,0.0,8.3,8.3,-
ＦＵＪＩ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-
Ｇ－７ホールディングス,25.0,8.3,8.3,8.3,8.3,8.3,16.7,41.7,8.3,8.3,8.3,8.3,8.3,16.7,0.0,0.0,8.3,8.3,-
ＧＳＩクレオス,25.0,16.7,25.0,8.3,25.0,41.7,58.3,100.0,16.7,8.3,16.7,0.0,16.7,33.3,8.3,8.3,0.0,16.7,-
Ｈ．Ｕ．グループホールディング,58.3,58.3,91.7,41.7,66.7,83.3,75.0,100.0,50.0,50.0,50.0,75.0,58.3,66.7,41.7,50.0,41.7,58.3,-
ＩＤホールディングス,16.7,25.0,25.0,25.0,16.7,16.7,33.3,91.7,8.3,8.3,8.3,16.7,25.0,16.7,8.3,8.3,8.3,25.0,-
ＩＤＥＣ,16.7,8.3,8.3,8.3,8.3,25.0,16.7,75.0,8.3,0.0,0.0,8.3,8.3,0.0,0.0,0.0,8.3,16.7,-
ＩＨＩ,58.3,41.7,58.3,50.0,66.7,83.3,66.7,83.3,58.3,41.7,41.7,66.7,58.3,58.3,33.3,50.0,41.7,58.3,-
Ｊ－オイルミルズ,25.0,33.3,41.7,25.0,41.7,33.3,16.7,83.3,25.0,8.3,8.3,16.7,16.7,16.7,25.0,25.0,16.7,25.0,-
ＪＡＬＵＸ,33.3,33.3,25.0,16.7,25.0,25.0,25.0,33.3,41.7,25.0,25.0,33.3,16.7,16.7,16.7,16.7,25.0,25.0,-
ＪＢＣＣホールディングス,16.7,16.7,16.7,8.3,8.3,8.3,8.3,50.0,8.3,8.3,8.3,8.3,8.3,16.7,16.7,16.7,0.0,8.3,-
ＪＣＲファーマ,25.0,8.3,8.3,25.0,8.3,8.3,25.0,75.0,8.3,0.0,0.0,0.0,16.7,8.3,0.0,0.0,25.0,0.0,-
ＪＣＵ,0.0,16.7,0.0,8.3,25.0,0.0,8.3,83.3,16.7,16.7,16.7,8.3,33.3,0.0,0.0,0.0,8.3,8.3,-
ＪＦＥホールディングス,41.7,75.0,58.3,66.7,41.7,50.0,58.3,100.0,50.0,50.0,41.7,41.7,33.3,66.7,41.7,33.3,33.3,50.0,25.0
ＪＫホールディングス,25.0,8.3,8.3,8.3,8.3,0.0,16.7,16.7,16.7,16.7,16.7,8.3,8.3,0.0,0.0,0.0,8.3,16.7,-
ＪＭＳ,25.0,25.0,33.3,25.0,25.0,25.0,41.7,41.7,8.3,16.7,8.3,16.7,25.0,33.3,16.7,16.7,16.7,25.0,-
ＪＰホールディングス,33.3,25.0,16.7,16.7,16.7,16.7,25.0,41.7,16.7,16.7,16.7,16.7,58.3,16.7,16.7,16.7,16.7,25.0,-
ＪＳＰ,25.0,25.0,16.7,16.7,16.7,33.3,25.0,58.3,25.0,25.0,25.0,25.0,25.0,8.3,8.3,8.3,25.0,33.3,-
ＪＳＲ,41.7,25.0,25.0,33.3,33.3,33.3,50.0,58.3,33.3,33.3,33.3,25.0,50.0,25.0,25.0,25.0,41.7,33.3,25.0
ＫＩＭＯＴＯ,66.7,75.0,66.7,41.7,58.3,83.3,75.0,66.7,75.0,66.7,66.7,58.3,75.0,25.0,41.7,50.0,58.3,75.0,-
ＫＯＡ,41.7,58.3,58.3,50.0,50.0,66.7,66.7,91.7,58.3,58.3,58.3,58.3,58.3,58.3,58.3,33.3,50.0,58.3,-
ＫＹＢ,50.0,75.0,83.3,75.0,83.3,91.7,75.0,100.0,75.0,58.3,58.3,66.7,50.0,83.3,66.7,66.7,58.3,41.7,-
ＬＩＸＩＬ,75.0,66.7,58.3,33.3,25.0,41.7,58.3,58.3,50.0,41.7,41.7,50.0,58.3,50.0,41.7,41.7,58.3,75.0,-
ＭＡＲＵＷＡ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-
ＭＵＴＯＨホールディングス,41.7,50.0,58.3,66.7,50.0,50.0,50.0,91.7,50.0,41.7,50.0,50.0,33.3,50.0,50.0,50.0,41.7,50.0,-
ＮＥＣ,58.3,33.3,41.7,41.7,41.7,41.7,41.7,58.3,33.3,25.0,25.0,41.7,25.0,33.3,50.0,25.0,25.0,41.7,-
ＮＥＣネッツエスアイ,41.7,33.3,41.7,41.7,33.3,16.7,33.3,66.7,33.3,41.7,25.0,16.7,16.7,41.7,50.0,41.7,25.0,25.0,-
ＮＩＰＰＯ,16.7,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-
ＮＯＫ,58.3,50.0,66.7,33.3,41.7,41.7,33.3,75.0,25.0,25.0,25.0,50.0,58.3,16.7,16.7,8.3,25.0,33.3,-
ＮＳユナイテッド海運,25.0,16.7,16.7,33.3,16.7,25.0,41.7,91.7,33.3,8.3,8.3,25.0,8.3,41.7,25.0,33.3,25.0,33.3,-
ＮＳＤ,0.0,8.3,8.3,0.0,0.0,0.0,16.7,25.0,0.0,0.0,0.0,0.0,16.7,8.3,0.0,0.0,0.0,0.0,-
ＯＤＫソリューションズ,66.7,16.7,16.7,91.7,16.7,91.7,75.0,66.7,58.3,66.7,66.7,25.0,91.7,16.7,25.0,41.7,16.7,50.0,-
ＯＫＩ,58.3,58.3,50.0,33.3,41.7,75.0,50.0,83.3,58.3,58.3,33.3,33.3,33.3,41.7,33.3,41.7,33.3,66.7,-
ＰＡＬＴＡＣ,8.3,8.3,8.3,8.3,8.3,8.3,0.0,16.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-
ＳＡＮＫＹＯ,50.0,58.3,66.7,58.3,25.0,41.7,41.7,83.3,33.3,41.7,41.7,41.7,41.7,41.7,41.7,33.3,33.3,33.3,-
ＳＢテクノロジー,8.3,0.0,0.0,16.7,0.0,8.3,8.3,50.0,8.3,0.0,0.0,8.3,16.7,8.3,0.0,0.0,0.0,8.3,-
ＳＣＲＥＥＮホールディングス,50.0,41.7,50.0,50.0,58.3,58.3,75.0,100.0,41.7,25.0,25.0,25.0,41.7,41.7,33.3,25.0,33.3,58.3,41.7
ＳＣＳＫ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,8.3,0.0,0.0,0.0,0.0,-
ＳＭＣ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ＳＭＫ,58.3,33.3,33.3,58.3,50.0,50.0,83.3,100.0,58.3,50.0,50.0,58.3,66.7,58.3,66.7,66.7,83.3,58.3,-
ＳＰＫ,16.7,16.7,16.7,16.7,16.7,16.7,16.7,75.0,16.7,8.3,8.3,25.0,8.3,16.7,0.0,0.0,16.7,25.0,-
ＳＲＡホールディングス,50.0,66.7,66.7,25.0,33.3,50.0,50.0,91.7,33.3,25.0,25.0,41.7,58.3,50.0,25.0,25.0,25.0,58.3,-
ＳＲＳホールディングス,58.3,75.0,58.3,66.7,50.0,58.3,50.0,91.7,58.3,50.0,58.3,66.7,75.0,58.3,50.0,16.7,50.0,50.0,-
ＳＵＢＡＲＵ,58.3,41.7,41.7,50.0,50.0,58.3,41.7,75.0,41.7,41.7,41.7,33.3,33.3,66.7,33.3,66.7,41.7,50.0,41.7
Ｔ＆Ｋ　ＴＯＫＡ,66.7,41.7,50.0,58.3,58.3,75.0,58.3,66.7,66.7,66.7,66.7,41.7,66.7,66.7,66.7,33.3,58.3,50.0,-
ＴＡＣ,66.7,8.3,16.7,0.0,0.0,16.7,16.7,75.0,0.0,0.0,0.0,16.7,8.3,8.3,0.0,0.0,0.0,16.7,-
ＴＢＫ,58.3,66.7,66.7,66.7,58.3,41.7,66.7,91.7,58.3,58.3,58.3,41.7,66.7,50.0,41.7,33.3,25.0,41.7,-
ＴＢＳホールディングス,50.0,25.0,25.0,16.7,16.7,33.3,50.0,50.0,25.0,25.0,25.0,16.7,16.7,25.0,25.0,25.0,25.0,33.3,-
ＴＤＣソフト,8.3,25.0,25.0,8.3,8.3,16.7,41.7,33.3,16.7,8.3,8.3,16.7,16.7,0.0,0.0,0.0,16.7,8.3,-
ＴＤＫ,25.0,16.7,25.0,16.7,8.3,33.3,16.7,75.0,16.7,16.7,16.7,16.7,25.0,16.7,8.3,8.3,16.7,16.7,16.7
ＴＩＳ,8.3,33.3,25.0,16.7,25.0,16.7,25.0,33.3,25.0,8.3,8.3,16.7,16.7,8.3,8.3,8.3,0.0,16.7,-
ＴＯＡ,41.7,41.7,33.3,25.0,25.0,25.0,41.7,41.7,33.3,33.3,33.3,33.3,25.0,25.0,8.3,0.0,16.7,33.3,-
ＴＯＴＯ,33.3,25.0,16.7,16.7,16.7,25.0,16.7,25.0,25.0,25.0,25.0,16.7,25.0,16.7,16.7,16.7,25.0,25.0,-
ＴＯＷＡ,33.3,50.0,58.3,58.3,16.7,41.7,33.3,75.0,25.0,25.0,16.7,33.3,41.7,8.3,8.3,8.3,16.7,50.0,41.7
ＴＰＲ,8.3,25.0,25.0,25.0,25.0,25.0,16.7,50.0,16.7,25.0,25.0,25.0,16.7,25.0,16.7,16.7,25.0,25.0,-
ＴＹＫ,25.0,41.7,41.7,16.7,16.7,16.7,16.7,83.3,16.7,8.3,8.3,8.3,50.0,8.3,8.3,16.7,8.3,25.0,-
ＵＡＣＪ,58.3,75.0,58.3,58.3,50.0,66.7,83.3,100.0,66.7,58.3,58.3,66.7,58.3,75.0,66.7,50.0,58.3,83.3,-
ＷＤＢホールディングス,8.3,0.0,0.0,100.0,91.7,50.0,66.7,58.3,100.0,100.0,100.0,0.0,91.7,0.0,0.0,0.0,0.0,50.0,-
ＷＯＷＯＷ,33.3,16.7,16.7,58.3,58.3,83.3,91.7,100.0,91.7,91.7,91.7,33.3,91.7,16.7,41.7,41.7,41.7,66.7,-
ＺＯＺＯ,16.7,0.0,0.0,33.3,8.3,41.7,58.3,41.7,33.3,33.3,33.3,16.7,66.7,8.3,25.0,25.0,25.0,41.7,-
ｅＢＡＳＥ,33.3,25.0,33.3,100.0,75.0,91.7,100.0,66.7,91.7,91.7,91.7,50.0,100.0,0.0,25.0,16.7,25.0,83.3,-
