企業名,登記上本店所在地‐住所,登記上本店所在地‐地域コード,本社事務所所在地‐住所,本社事務所所在地‐地域コード,実質上設立年月日,形式上設立年月日,所属団体１,所属団体２,所属団体３,所属商工会議所
平田機工,熊本市北区植木町一木１１１,43105,熊本市北区植木町一木１１１,43105,1951/12/29,1920/03/20,日本ロボット工業会,ＳＥＭＩジャパン,ジェトロ,熊本商工会議所
幸楽苑ホールディングス,福島県郡山市田村町上行合字北川田２－１,07203,福島県郡山市田村町上行合字北川田２－１,07203,1970/11/11,1970/11/11,日本フードサービス協会,-,-,郡山商工会議所
愛三工業,愛知県大府市共和町１－１－１,23223,愛知県大府市共和町１－１－１,23223,1938/12/02,1938/12/02,日本自動車部品工業会,-,-,大府商工会議所
愛眼,大阪市天王寺区大道４－９－１２,27109,大阪市天王寺区大道４－９－１２,27109,1961/01/11,1961/01/11,大阪眼鏡卸協同組合,大阪眼鏡専門小売協同組合,-,大阪商工会議所
愛知時計電機,名古屋市熱田区千年１－２－７０,23109,名古屋市熱田区千年１－２－７０,23109,1949/06/01,1949/06/01,日本水道工業団体連合会,日本ガスメーター工業会,日本ＬＰガス供給機器工業会,名古屋商工会議所
愛知製鋼,愛知県東海市荒尾町ワノ割１,23222,愛知県東海市荒尾町ワノ割１,23222,1940/03/08,1940/03/08,日本鉄鋼連盟,日本鉄鋼協会,-,東海商工会議所
戸田工業,広島市南区京橋町１－２３,34103,広島市南区京橋町１－２３　大樹生命広島駅前ビル,34103,1933/11/30,1933/11/30,化学工学会,粉体粉末冶金協会,日本化学会,広島商工会議所
戸田建設,東京都中央区京橋１－７－１　ＴＯＤＡ　ＢＵＩＬＤＩＮＧ,13102,東京都中央区八丁堀２－８－５,13102,1936/07/10,1936/07/10,日本建設業連合会,海外建設協会,日本ダム協会,東京商工会議所
扶桑化学工業,大阪市中央区高麗橋４－３－１０　日生伏見町ビル新館,27128,大阪市中央区高麗橋４－３－１０　日生伏見町ビル新館,27128,1957/06/24,1957/06/24,日本粉体工業技術協会,日本食品添加物協会,関西化学工業協会,大阪商工会議所
扶桑薬品工業,大阪市中央区道修町１－７－１０,27128,大阪市城東区森之宮２－３－１１,27118,1937/03/25,1937/03/25,日本製薬団体連合会,日本製薬工業協会,関西医薬品協会,大阪商工会議所
持田製薬,東京都新宿区四谷１－７,13104,東京都新宿区市谷本村町１－１　住友市ヶ谷ビル,13104,1945/04/28,1945/04/28,日本製薬団体連合会,日本製薬工業協会,東京医薬品工業協会,東京商工会議所
文化シヤッター,東京都文京区西片１－１７－３,13105,東京都文京区西片１－１７－３,13105,1955/04/18,1951/04/13,日本シヤッター・ドア協会,日本サッシ協会,日本エクステリア工業会,東京商工会議所
新京成電鉄,千葉県鎌ケ谷市くぬぎ山４－１－１２,12224,千葉県鎌ケ谷市くぬぎ山４－１－１２,12224,1946/10/23,1946/10/23,日本民営鉄道協会,関東鉄道協会,千葉県バス協会,船橋商工会議所
新光商事,東京都品川区大崎１－２－２,13109,東京都品川区大崎１－２－２　アートヴィレッジ大崎セントラルタワー,13109,1953/11/25,1953/11/25,電子情報技術産業協会,ＪＡＳＰＡＲ,ＡＵＴＯＳＡＲ,東京商工会議所
新光電気工業,長野市小島田町８０,20201,長野市小島田町８０,20201,1946/09/12,1946/09/12,-,-,-,長野商工会議所
新家工業,大阪市中央区南船場２－１２－１２,27128,大阪市中央区南船場２－１２－１２,27128,1919/11/25,1919/11/25,自転車協会,熔接鋼管協会,-,大阪商工会議所
新日本建設,千葉市美浜区ひび野１－４－３,12106,千葉市美浜区ひび野１－４－３,12106,1969/02/19,1969/02/19,千葉県建設業協会,千葉県建築士事務所協会,千葉県宅地建物取引業協会,千葉商工会議所
新日本科学,鹿児島市宮之浦町２４３８,46201,東京都中央区明石町８－１　聖路加タワー,13102,1973/05/18,1973/05/18,安研協,日本ＣＲＯ協会,-,鹿児島商工会議所
新日本空調,東京都中央区日本橋浜町２－３１－１,13102,東京都中央区日本橋浜町２－３１－１,13102,1969/10/01,1969/10/01,日本空調衛生工事業協会,空気調和・衛生工学会,建築設備技術者協会,東京商工会議所
新晃工業,大阪市北区南森町１－４－５,27127,大阪市北区南森町１－４－５,27127,1950/06/16,1950/06/16,日本冷凍空調工業会,近畿冷凍空調工業会,-,大阪商工会議所
新東工業,名古屋市中村区名駅３－２８－１２,23105,名古屋市中村区名駅３－２８－１２　大名古屋ビル,23105,1934/10/02,1934/10/02,日本鋳造協会,素形材センター,-,名古屋商工会議所
新電元工業,東京都千代田区大手町２－２－１　新大手町ビル,13101,東京都千代田区大手町２－２－１　新大手町ビル,13101,1949/08/16,1949/08/16,情報通信ネットワーク産業協会,電子情報技術産業協会,日本ＩＲ協議会,東京商工会議所
日亜鋼業,兵庫県尼崎市中浜町１９,28202,兵庫県尼崎市道意町６－７４,28202,1952/06/16,1952/06/16,日本鉄鋼連盟,線材製品協会,-,尼崎商工会議所
日伝,大阪市中央区上本町西１－２－１６,27128,大阪市中央区上本町西１－２－１６,27128,1952/01/26,1952/01/26,大阪機械器具卸商協同組合,大阪伝動機商組合,全日本機械工具商連合会,大阪商工会議所
日工,兵庫県明石市大久保町江井島１０１３－１,28203,兵庫県明石市大久保町江井島１０１３－１,28203,1919/08/13,1919/08/13,日本建設機械工業会,日本建設機械化協会,日本道路協会,明石商工会議所
日揮ホールディングス,横浜市西区みなとみらい２－３－１,14103,横浜市西区みなとみらい２－３－１,14103,1928/10/25,1928/10/25,エンジニアリング協会,日本産業機械工業会,日本貿易振興会,東京商工会議所
日新,横浜市中区尾上町６－８１,14104,東京都千代田区三番町５,13101,1938/12/14,1938/12/14,日本倉庫協会,日本港運協会,航空貨物運送協会,横浜商工会議所
日新電機,京都市右京区梅津高畝町４７,26108,京都市右京区梅津高畝町４７,26108,1917/04/08,1917/04/08,日本電機工業会,電気学会,-,京都商工会議所
日本カーバイド工業,東京都港区港南２－１６－２,13103,東京都港区港南２－１６－２　太陽生命品川ビル,13103,1935/10/08,1935/10/08,日本化学工業協会,カーバイド工業会,日本石灰窒素工業会,東京商工会議所
日本ガイシ,名古屋市瑞穂区須田町２－５６,23108,名古屋市瑞穂区須田町２－５６,23108,1919/05/05,1919/05/05,日本ファインセラミックス協会,日本電気協会,日本電機工業会,名古屋商工会議所
日本ギア工業,東京都港区西新橋１－７－１４,13103,東京都港区西新橋１－７－１４　京阪神虎ノ門ビル,13103,1938/12/05,1938/12/05,日本歯車工業会,日本バルブ工業会,-,藤沢商工会議所
日本ケミコン,東京都品川区大崎５－６－４,13109,東京都品川区大崎５－６－４,13109,1947/08/08,1947/08/08,電子情報技術産業協会,-,-,-
日本ケミファ,東京都千代田区岩本町２－２－３,13101,東京都千代田区岩本町２－２－３,13101,1950/06/16,1950/06/16,日本製薬団体連合会,日本製薬工業協会,-,東京商工会議所
日本コンクリート工業,東京都港区芝浦４－６－１４,13103,東京都港区芝浦４－６－１４　ＮＣ芝浦ビル,13103,1948/08/05,1948/08/05,コンクリートパイル・ポール協会,-,-,東京商工会議所
日本コークス工業,東京都江東区豊洲３－３－３,13108,東京都江東区豊洲３－３－３,13108,1969/12/01,1969/12/01,石炭エネルギーセンター,日本粉体工業技術協会,-,東京商工会議所
日本システムウエア,東京都渋谷区桜丘町３１－１１,13113,東京都渋谷区桜丘町３１－１１,13113,1966/08/03,1966/08/03,情報サービス産業協会,-,-,東京商工会議所
日本システム技術,大阪市北区中之島２－３－１８,27127,大阪市北区中之島２－３－１８　中之島フェスティバルタワー,27127,1973/03/26,1973/03/26,情報サービス産業協会,ＪＪＫ,私立大学情報教育協会,-
日本ゼオン,東京都千代田区丸の内１－６－２　新丸の内センタービル,13101,東京都千代田区丸の内１－６－２　新丸の内センタービル,13101,1950/04/12,1950/04/12,日本化学工業協会,石油化学工業協会,合成ゴム工業会,東京商工会議所
日本テレビホールディングス,東京都港区東新橋１－６－１,13103,東京都港区東新橋１－６－１,13103,1952/10/28,1952/10/28,-,-,-,東京商工会議所
日本トムソン,東京都港区高輪２－１９－１９,13103,東京都港区高輪２－１９－１９,13103,1950/02/10,1950/02/10,日本ベアリング工業会,日本工作機器工業会,日本ロボット工業会,東京商工会議所
日本トランスシティ,三重県四日市市霞２－１－１,24202,三重県四日市市霞２－１－１　四日市港ポートビル,24202,1942/12/28,1942/12/28,日本倉庫協会,日本港運協会,全日本トラック協会,四日市商工会議所
日本トリム,大阪市北区大淀中１－８－３４,27127,大阪市北区梅田２－２－２２　ハービスＥＮＴオフィスタワー,27127,1982/06/12,1982/06/12,日本病院会,日本ホームヘルス機器協会,機能水研究振興財団,大阪商工会議所
日本ハム,大阪市北区梅田２－４－９,27127,大阪市北区梅田２－４－９　ブリーゼタワー,27127,1951/12/30,1949/05/30,日本ハムソーセージ工業協同組合,-,-,大阪商工会議所
日本パーカライジング,東京都中央区日本橋１－１５－１,13102,東京都中央区日本橋１－１５－１,13102,1928/07/12,1928/07/12,日本防錆技術協会,表面技術協会,日本化学工業協会,東京商工会議所
日本ヒューム,東京都港区新橋５－３３－１１,13103,東京都港区新橋５－３３－１１,13103,1925/10/20,1925/10/20,全国ヒューム管協会,コンクリートポール・パイル協会,ビックリート製品協会,東京商工会議所
日本ピストンリング,さいたま市中央区本町東５－１２－１０,11105,さいたま市中央区本町東５－１２－１０,11105,1934/12/20,1934/12/20,日本自動車部品工業会,日本舶用工業会,日本陸用内燃機関協会,さいたま商工会議所
日本ピラー工業,大阪市西区新町１－７－１,27106,大阪市西区新町１－７－１,27106,1948/05/22,1948/05/22,日本産業機械工業会,日本舶用工業会,日本弗素樹脂工業会,大阪商工会議所
日本プラスト,静岡県富士宮市山宮３５０７－１５,22207,静岡県富士宮市山宮３５０７－１５,22207,1948/10/09,1945/07/18,日本自動車部品工業会,-,-,富士宮商工会議所
日本ユニシス,東京都江東区豊洲１－１－１,13108,東京都江東区豊洲１－１－１,13108,1958/03/29,1951/04/02,日本情報システム・ユーザー協会,電子情報技術産業協会,日本経済団体連合会,東京商工会議所
日本リーテック,東京都千代田区神田錦町１－６,13101,東京都千代田区神田錦町１－６,13101,1957/04/08,1945/12/28,鉄道電気技術協会,全国道路標識・標示業協会,日本電設工業協会,東京商工会議所
日本信号,東京都千代田区丸の内１－５－１　新丸の内ビルディング,13101,東京都千代田区丸の内１－５－１　新丸の内ビルディング,13101,1928/12/27,1928/12/27,信号工業協会,日本鉄道電気技術協会,日本自動販売機工業会,東京商工会議所
日本光電,東京都新宿区西落合１－３１－４,13104,東京都新宿区西落合１－３１－４,13104,1951/08/07,1951/08/07,日本医療機器産業連合会,電子情報技術産業協会,-,東京商工会議所
日本冶金工業,東京都中央区京橋１－５－８,13102,東京都中央区京橋１－５－８,13102,1925/08/22,1925/08/22,日本鉄鋼連盟,ステンレス協会,日本鉱業協会,-
日本化学工業,東京都江東区亀戸９－１１－１,13108,東京都江東区亀戸９－１１－１,13108,1915/09/16,1915/09/16,日本無機薬品協会,農薬工業会,日本化学工業協会,東京商工会議所
